"";"area_code";"area";"item_code";"item";"year";"total_supply";"exports";"feed";"food";"imports";"losses";"other";"processing";"production";"seed";"stock_withdrawal";"stock_addition";"balancing";"unspecified"
"448387";116;"Democratic People's Republic of Korea";677;"Hops";2013;2001;NA;NA;NA;1;NA;NA;2001;2000;NA;NA;NA;0;0
"448445";116;"Democratic People's Republic of Korea";866;"Cattle";2013;146500;NA;NA;NA;NA;NA;NA;146500;146500;NA;NA;NA;0;NA
"448503";116;"Democratic People's Republic of Korea";976;"Sheep";2013;67000;NA;NA;NA;NA;NA;NA;67000;67000;NA;NA;NA;0;NA
"448562";116;"Democratic People's Republic of Korea";1016;"Goats";2013;980000;NA;NA;NA;NA;NA;NA;980000;980000;NA;NA;NA;0;NA
"448620";116;"Democratic People's Republic of Korea";1034;"Pigs";2013;2250000;NA;NA;NA;NA;NA;NA;2250000;2250000;NA;NA;NA;0;NA
"448637";116;"Democratic People's Republic of Korea";1096;"Horses";2013;40;1;NA;NA;40;NA;NA;39;NA;NA;NA;NA;0;NA
"448663";116;"Democratic People's Republic of Korea";1140;"Rabbits and hares";2013;1,15e+08;NA;NA;NA;NA;NA;NA;1,15e+08;1,15e+08;NA;NA;NA;0;NA
"448721";116;"Democratic People's Republic of Korea";2029;"Poultry Birds";2013;35400000;NA;NA;NA;NA;NA;NA;35400000;35400000;NA;NA;NA;0;NA
"448779";116;"Democratic People's Republic of Korea";2511;"Wheat and products";2013;571842;0;9150;532067;496842;20625;0;0;75000;10000;0;0;0;NA
"448837";116;"Democratic People's Republic of Korea";2513;"Barley and products";2013;32025;0;1355;19200;1725;1545;0;5925;30300;4000;0;0;0;NA
"448895";116;"Democratic People's Republic of Korea";2514;"Maize and products";2013;2102000;0;117660;1140350;1e+05;159065;250425;397500;2002000;37000;0;0;0;NA
"448953";116;"Democratic People's Republic of Korea";2515;"Rye and products";2013;82000;0;20500;55040;0;2460;0;0;82000;4000;0;0;0;NA
"449011";116;"Democratic People's Republic of Korea";2516;"Oats";2013;21000;0;3150;11740;0;1110;0;0;21000;5000;0;0;0;NA
"449069";116;"Democratic People's Republic of Korea";2517;"Millet and products";2013;82000;0;24600;51900;0;4100;0;0;82000;1400;0;0;0;NA
"449127";116;"Democratic People's Republic of Korea";2518;"Sorghum and products";2013;40000;0;4000;33000;0;2000;0;0;40000;1000;0;0;0;NA
"449185";116;"Democratic People's Republic of Korea";2520;"Cereals, Other";2013;1200;0;0;1200;1200;0;0;0;0;0;0;0;0;NA
"449238";116;"Democratic People's Republic of Korea";2531;"Potatoes and products";2013;1804200;6500;360840;1220356;200;180420;0;0;1804000;36084;0;0;0;NA
"449296";116;"Democratic People's Republic of Korea";2532;"Cassava and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"449349";116;"Democratic People's Republic of Korea";2533;"Sweet potatoes";2013;451000;0;45100;351780;0;45100;0;0;451000;9020;0;0;0;NA
"449407";116;"Democratic People's Republic of Korea";2544;"Molasses";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"449460";116;"Democratic People's Republic of Korea";2546;"Beans";2013;310000;1400;0;270300;0;9300;0;0;310000;29000;0;0;0;NA
"449518";116;"Democratic People's Republic of Korea";2549;"Pulses, Other and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"449571";116;"Democratic People's Republic of Korea";2551;"Nuts and products";2013;22000;5000;0;15300;0;1700;0;0;22000;0;0;0;0;NA
"449629";116;"Democratic People's Republic of Korea";2555;"Soyabeans";2013;360000;0;0;73000;20000;14400;0;248600;340000;24000;0;0;0;NA
"449687";116;"Democratic People's Republic of Korea";2559;"Cottonseed";2013;25700;0;0;0;0;0;0;24940;25700;760;0;0;0;NA
"449741";116;"Democratic People's Republic of Korea";2571;"Soyabean Oil";2013;118900;0;0;113900;74000;0;0;0;44900;0;-5000;5000;0;NA
"449795";116;"Democratic People's Republic of Korea";2573;"Sunflowerseed Oil";2013;20;0;0;20;20;0;0;0;0;0;0;0;0;NA
"449848";116;"Democratic People's Republic of Korea";2574;"Rape and Mustard Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"449901";116;"Democratic People's Republic of Korea";2575;"Cottonseed Oil";2013;4240;0;0;4240;0;0;0;0;4240;0;0;0;0;NA
"449955";116;"Democratic People's Republic of Korea";2577;"Palm Oil";2013;1070;0;0;1000;1070;0;70;0;0;0;0;0;0;NA
"450008";116;"Democratic People's Republic of Korea";2578;"Coconut Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"450061";116;"Democratic People's Republic of Korea";2581;"Ricebran Oil";2013;13500;0;0;13000;0;0;500;0;13500;0;0;0;0;NA
"450114";116;"Democratic People's Republic of Korea";2582;"Maize Germ Oil";2013;26831;0;0;26831;0;0;0;0;26831;0;0;0;0;NA
"450168";116;"Democratic People's Republic of Korea";2586;"Oilcrops Oil, Other";2013;300;0;0;300;300;0;0;0;0;0;0;0;0;NA
"450221";116;"Democratic People's Republic of Korea";2590;"Soyabean Cake";2013;239908;0;239908;0;46000;0;0;0;193908;0;0;0;0;NA
"450274";116;"Democratic People's Republic of Korea";2591;"Groundnut Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"450327";116;"Democratic People's Republic of Korea";2592;"Sunflowerseed Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"450380";116;"Democratic People's Republic of Korea";2593;"Rape and Mustard Cake";2013;130000;0;0;0;130000;0;130000;0;0;0;0;0;0;NA
"450433";116;"Democratic People's Republic of Korea";2594;"Cottonseed Cake";2013;11223;0;11223;0;0;0;0;0;11223;0;0;0;0;NA
"450486";116;"Democratic People's Republic of Korea";2598;"Oilseed Cakes, Other";2013;91005;0;91005;0;0;0;0;0;91005;0;0;0;0;NA
"450539";116;"Democratic People's Republic of Korea";2601;"Tomatoes and products";2013;66000;0;0;58080;0;7920;0;0;66000;0;0;0;0;NA
"450597";116;"Democratic People's Republic of Korea";2602;"Onions";2013;86000;0;0;81700;0;4300;0;0;86000;0;0;0;0;NA
"450655";116;"Democratic People's Republic of Korea";2605;"Vegetables, Other";2013;3345700;0;35000;2964660;0;346040;0;0;3345700;0;0;0;0;NA
"450713";116;"Democratic People's Republic of Korea";2611;"Oranges, Mandarines";2013;50;0;0;50;50;0;0;0;0;0;0;0;0;NA
"450766";116;"Democratic People's Republic of Korea";2617;"Apples and products";2013;790000;0;0;711000;10000;79000;0;0;780000;0;0;0;0;NA
"450824";116;"Democratic People's Republic of Korea";2625;"Fruits, Other";2013;798000;0;0;718200;0;79800;0;0;798000;0;0;0;0;NA
"450882";116;"Democratic People's Republic of Korea";2630;"Coffee and products";2013;900;0;0;900;900;0;0;0;0;0;0;0;0;NA
"450935";116;"Democratic People's Republic of Korea";2633;"Cocoa Beans and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"450988";116;"Democratic People's Republic of Korea";2640;"Pepper";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"451041";116;"Democratic People's Republic of Korea";2656;"Beer";2013;35810;0;0;35810;5000;0;0;0;30810;0;0;0;0;NA
"451095";116;"Democratic People's Republic of Korea";2658;"Beverages, Alcoholic";2013;159000;0;0;159000;0;0;0;0;159000;0;0;0;0;NA
"451129";116;"Democratic People's Republic of Korea";2659;"Alcohol, Non-Food";2013;23469;NA;NA;NA;23469;NA;23469;NA;0;NA;NA;NA;0;0
"451185";116;"Democratic People's Republic of Korea";2661;"Cotton lint";2013;16000;0;0;0;3000;0;16000;0;13000;0;0;0;0;NA
"451239";116;"Democratic People's Republic of Korea";2662;"Jute";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"451292";116;"Democratic People's Republic of Korea";2664;"Soft-Fibres, Other";2013;14000;0;0;0;0;0;14000;0;14000;0;0;0;0;NA
"451350";116;"Democratic People's Republic of Korea";2665;"Sisal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"451403";116;"Democratic People's Republic of Korea";2671;"Tobacco";2013;80343;0;0;0;343;0;80343;0;80000;0;0;0;0;NA
"451461";116;"Democratic People's Republic of Korea";2672;"Rubber";2013;4000;0;0;0;4000;0;4000;0;0;0;0;0;0;NA
"451514";116;"Democratic People's Republic of Korea";2731;"Bovine Meat";2013;21975;0;0;21975;0;0;0;0;21975;0;0;0;0;NA
"451572";116;"Democratic People's Republic of Korea";2732;"Mutton & Goat Meat";2013;15705;0;0;15705;0;0;0;0;15705;0;0;0;0;NA
"451630";116;"Democratic People's Republic of Korea";2733;"Pigmeat";2013;117072;0;0;117072;4572;0;0;0;112500;0;0;0;0;NA
"451688";116;"Democratic People's Republic of Korea";2734;"Poultry Meat";2013;43800;0;0;43800;0;0;0;0;43800;0;0;0;0;NA
"451746";116;"Democratic People's Republic of Korea";2735;"Meat, Other";2013;149500;0;0;149500;0;0;0;0;149500;0;0;0;0;NA
"451804";116;"Democratic People's Republic of Korea";2736;"Offals, Edible";2013;15917;0;0;15917;0;0;0;0;15917;0;0;0;0;NA
"451857";116;"Democratic People's Republic of Korea";2737;"Fats, Animals, Raw";2013;8985;0;0;8985;0;0;0;0;8985;0;0;0;0;NA
"451910";116;"Democratic People's Republic of Korea";2740;"Butter, Ghee";2013;320;0;0;320;320;0;0;0;0;0;0;0;0;NA
"451963";116;"Democratic People's Republic of Korea";2744;"Eggs";2013;125000;0;0;116550;0;6250;0;0;125000;2200;0;0;0;NA
"452016";116;"Democratic People's Republic of Korea";2745;"Honey";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"452069";116;"Democratic People's Republic of Korea";2746;"Wool (Clean Eq.)";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"452122";116;"Democratic People's Republic of Korea";2747;"Silk";2013;1300;0;0;0;0;0;800;500;1300;0;0;0;0;NA
"452175";116;"Democratic People's Republic of Korea";2748;"Hides and skins";2013;51237;0;0;0;0;252;50985;0;51237;0;0;0;0;NA
"452228";116;"Democratic People's Republic of Korea";2749;"Meat Meal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"452281";116;"Democratic People's Republic of Korea";2805;"Rice (Milled Equivalent)";2013;2078628;0;193497;1846642;143661;96748;0;0;1934967;31016;89275;-89275;0;NA
"452339";116;"Democratic People's Republic of Korea";2818;"Sugar, Refined Equiv";2013;90000;0;0;90000;90000;0;0;0;0;0;0;0;0;NA
"452392";116;"Democratic People's Republic of Korea";2848;"Milk - Excluding Butter";2013;99158;0;0;94258;1158;4900;0;0;98000;0;0;0;0;NA
"452445";116;"Democratic People's Republic of Korea";2960;"Fish, Seafood";2013;303622;69906;1355;232357;34772;0;4;0;268850;0;0;0;0;NA
"452539";117;"Republic of Korea";677;"Hops";2013;405;0;NA;NA;405;NA;NA;405;0;NA;NA;NA;0;0
"452597";117;"Republic of Korea";866;"Cattle";2013;1049960;0;NA;NA;90;NA;NA;1049960;1049870;NA;NA;NA;0;NA
"452660";117;"Republic of Korea";976;"Sheep";2013;927;NA;NA;NA;0;NA;NA;927;927;NA;NA;NA;0;NA
"452718";117;"Republic of Korea";1016;"Goats";2013;96000;0;NA;NA;0;NA;NA;96000;96000;NA;NA;NA;0;NA
"452776";117;"Republic of Korea";1034;"Pigs";2013;13212708;0;NA;NA;2477;NA;NA;13212708;13210231;NA;NA;NA;0;NA
"452835";117;"Republic of Korea";1096;"Horses";2013;1040;12;NA;NA;1040;NA;NA;1028;NA;NA;NA;NA;0;NA
"452894";117;"Republic of Korea";1107;"Asses";2013;40;0;NA;NA;40;NA;NA;40;NA;NA;NA;NA;0;NA
"452900";117;"Republic of Korea";1110;"Mules";2013;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"452909";117;"Republic of Korea";1126;"Camels";2013;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
"452967";117;"Republic of Korea";1140;"Rabbits and hares";2013;1480000;0;NA;NA;0;NA;NA;1480000;1480000;NA;NA;NA;0;NA
"453002";117;"Republic of Korea";2000;"Fodder crops";2013;1160575;19;1160556;NA;1060575;NA;NA;NA;1e+05;NA;NA;NA;0;0
"453055";117;"Republic of Korea";2029;"Poultry Birds";2013;793810000;3000;NA;NA;747000;NA;NA;793807000;793063000;NA;NA;NA;0;NA
"453114";117;"Republic of Korea";2511;"Wheat and products";2013;4925318;103203;1900000;2504735;4906257;30000;477;0;19061;862;-386041;386041;0;NA
"453172";117;"Republic of Korea";2513;"Barley and products";2013;349702;189;0;12507;289241;7294;34;327696;60461;1982;0;0;0;NA
"453230";117;"Republic of Korea";2514;"Maize and products";2013;8835217;86270;6280817;613722;8754752;176063;46805;1630748;80465;792;0;0;0;NA
"453288";117;"Republic of Korea";2515;"Rye and products";2013;11067;0;10730;0;11062;332;0;0;5;0;0;0;5;NA
"453346";117;"Republic of Korea";2516;"Oats";2013;5144;3;5019;122;5144;0;0;0;0;0;0;0;0;NA
"453399";117;"Republic of Korea";2517;"Millet and products";2013;19142;27;5743;12401;17792;957;0;0;1350;14;0;0;0;NA
"453457";117;"Republic of Korea";2518;"Sorghum and products";2013;8353;28;8140;0;5853;167;0;0;2500;18;0;0;0;NA
"453515";117;"Republic of Korea";2520;"Cereals, Other";2013;17313;11484;4948;454;2756;126;0;0;14557;290;0;0;11;NA
"453573";117;"Republic of Korea";2531;"Potatoes and products";2013;1280062;2206;95000;730922;552624;75509;0;354953;727438;21472;0;0;0;NA
"453631";117;"Republic of Korea";2532;"Cassava and products";2013;1933316;178;0;5464;1933316;0;123340;1804334;0;0;0;0;0;NA
"453684";117;"Republic of Korea";2533;"Sweet potatoes";2013;330769;53;77639;2e+05;1253;33077;0;0;329516;20000;0;0;0;NA
"453742";117;"Republic of Korea";2534;"Roots, Other";2013;94645;303;0;94340;94645;2;0;0;0;0;0;0;0;NA
"453795";117;"Republic of Korea";2535;"Yams";2013;17;0;0;0;17;0;0;0;0;0;0;0;17;NA
"453848";117;"Republic of Korea";2536;"Sugar cane";2013;585;0;0;584;585;0;0;1;0;0;0;0;0;0
"453901";117;"Republic of Korea";2537;"Sugar beet";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"453954";117;"Republic of Korea";2543;"Sweeteners, Other";2013;1006007;235866;0;794455;156807;0;5686;0;849200;0;30000;-30000;0;NA
"454007";117;"Republic of Korea";2544;"Molasses";2013;803263;9;203254;0;803263;0;0;6e+05;0;0;0;0;0;NA
"454060";117;"Republic of Korea";2546;"Beans";2013;52884;6;0;50881;42911;1587;0;0;9973;410;0;0;0;NA
"454118";117;"Republic of Korea";2547;"Peas";2013;3305;4;0;3197;3300;99;0;0;5;0;0;0;5;NA
"454176";117;"Republic of Korea";2549;"Pulses, Other and products";2013;13560;10;0;9229;4744;266;0;0;8816;316;0;0;3739;NA
"454234";117;"Republic of Korea";2551;"Nuts and products";2013;222731;14330;0;204582;141226;3652;167;0;81505;0;0;0;0;NA
"454292";117;"Republic of Korea";2555;"Soyabeans";2013;1271791;4328;30000;411330;1117724;8000;0;814400;154067;3733;0;0;0;NA
"454350";117;"Republic of Korea";2556;"Groundnuts (Shelled Eq)";2013;38532;56;0;35875;30919;154;0;2286;7613;160;0;0;1;NA
"454408";117;"Republic of Korea";2557;"Sunflower seed";2013;3082;13;0;3069;3082;0;0;0;0;0;0;0;0;NA
"454461";117;"Republic of Korea";2558;"Rape and Mustardseed";2013;61108;150;0;6123;59108;1594;0;53235;2000;6;0;0;0;NA
"454519";117;"Republic of Korea";2559;"Cottonseed";2013;151601;0;0;0;151601;0;0;151601;0;0;0;0;0;NA
"454573";117;"Republic of Korea";2560;"Coconuts - Incl Copra";2013;19005;0;0;14437;19005;0;0;4568;0;0;0;0;0;NA
"454626";117;"Republic of Korea";2561;"Sesame seed";2013;90273;688;0;21000;77881;2708;0;65707;12392;170;0;0;0;NA
"454684";117;"Republic of Korea";2562;"Palm kernels";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"454737";117;"Republic of Korea";2563;"Olives (including preserved)";2013;2540;0;0;2540;2540;0;0;0;0;0;0;0;0;NA
"454790";117;"Republic of Korea";2570;"Oilcrops, Other";2013;152128;443;0;96638;118781;1985;2;51647;33347;749;0;0;664;NA
"454848";117;"Republic of Korea";2571;"Soyabean Oil";2013;438509;10974;0;427535;286709;0;0;0;151800;0;0;0;0;NA
"454902";117;"Republic of Korea";2572;"Groundnut Oil";2013;1207;0;0;1207;18;0;0;0;1189;0;0;0;0;NA
"454956";117;"Republic of Korea";2573;"Sunflowerseed Oil";2013;18124;2;0;18122;18124;0;0;0;0;0;0;0;0;NA
"455009";117;"Republic of Korea";2574;"Rape and Mustard Oil";2013;84839;30;0;84809;66292;0;0;0;18547;0;0;0;0;NA
"455063";117;"Republic of Korea";2575;"Cottonseed Oil";2013;30663;0;0;30663;3063;0;0;0;27600;0;0;0;0;NA
"455117";117;"Republic of Korea";2576;"Palmkernel Oil";2013;6296;0;0;6296;6296;0;0;0;0;0;0;0;0;NA
"455170";117;"Republic of Korea";2577;"Palm Oil";2013;617282;4361;0;140000;617282;0;471835;0;0;0;0;0;1086;NA
"455223";117;"Republic of Korea";2578;"Coconut Oil";2013;61419;16;0;61403;60688;0;0;0;731;0;0;0;0;NA
"455277";117;"Republic of Korea";2579;"Sesameseed Oil";2013;30154;144;0;30010;586;0;0;0;29568;0;0;0;0;NA
"455331";117;"Republic of Korea";2580;"Olive Oil";2013;12108;191;0;11917;12108;0;0;0;0;0;0;0;0;NA
"455384";117;"Republic of Korea";2581;"Ricebran Oil";2013;20449;0;0;20449;10449;0;0;0;10000;0;0;0;0;NA
"455437";117;"Republic of Korea";2582;"Maize Germ Oil";2013;1760;7686;0;1074;118;0;0;0;1642;0;7000;-7000;0;NA
"455491";117;"Republic of Korea";2586;"Oilcrops Oil, Other";2013;157148;11619;0;51254;133118;0;94233;42;24030;0;0;0;0;NA
"455545";117;"Republic of Korea";2590;"Soyabean Cake";2013;2302377;126906;2175471;0;1691577;0;0;0;610800;0;0;0;0;NA
"455598";117;"Republic of Korea";2591;"Groundnut Cake";2013;835;0;835;0;35;0;0;0;800;0;0;0;0;NA
"455651";117;"Republic of Korea";2592;"Sunflowerseed Cake";2013;949;0;949;0;949;0;0;0;0;0;0;0;0;NA
"455704";117;"Republic of Korea";2593;"Rape and Mustard Cake";2013;471759;16316;455443;0;439557;0;0;0;32202;0;0;0;0;NA
"455757";117;"Republic of Korea";2594;"Cottonseed Cake";2013;106575;0;106575;0;23194;0;0;0;83381;0;0;0;0;NA
"455810";117;"Republic of Korea";2595;"Palmkernel Cake";2013;871082;0;871082;0;871082;0;0;0;0;0;0;0;0;NA
"455863";117;"Republic of Korea";2596;"Copra Cake";2013;589912;0;589912;0;589535;0;0;0;377;0;0;0;0;NA
"455916";117;"Republic of Korea";2597;"Sesameseed Cake";2013;32853;0;32853;0;0;0;0;0;32853;0;0;0;0;NA
"455969";117;"Republic of Korea";2598;"Oilseed Cakes, Other";2013;604174;45;604129;0;472698;0;0;0;131476;0;0;0;0;NA
"456022";117;"Republic of Korea";2601;"Tomatoes and products";2013;495924;4033;0;433612;107400;58279;0;0;388524;0;0;0;0;NA
"456080";117;"Republic of Korea";2602;"Onions";2013;1352894;698;0;1216907;58885;135289;0;0;1294009;0;0;0;0;NA
"456138";117;"Republic of Korea";2605;"Vegetables, Other";2013;9857459;92183;0;8492117;1104667;1272901;194;0;8752792;0;0;0;64;NA
"456196";117;"Republic of Korea";2611;"Oranges, Mandarines";2013;1045686;5329;0;990946;362885;49411;0;0;682801;0;0;0;0;NA
"456254";117;"Republic of Korea";2612;"Lemons, Limes and products";2013;16578;763;0;15117;16578;698;0;0;0;0;0;0;0;NA
"456307";117;"Republic of Korea";2613;"Grapefruit and products";2013;23271;20;0;23251;23271;0;0;0;0;0;0;0;0;NA
"456360";117;"Republic of Korea";2614;"Citrus, Other";2013;19260;13903;0;1097;18160;0;0;0;1100;0;0;0;4260;NA
"456413";117;"Republic of Korea";2615;"Bananas";2013;313604;5;0;297919;313604;15680;0;0;0;0;0;0;0;NA
"456466";117;"Republic of Korea";2617;"Apples and products";2013;579221;4604;0;154971;85520;49370;0;370276;493701;0;0;0;0;NA
"456524";117;"Republic of Korea";2618;"Pineapples and products";2013;96092;339;0;91919;95334;3834;0;0;758;0;0;0;0;NA
"456582";117;"Republic of Korea";2619;"Dates";2013;108;0;0;108;108;0;0;0;0;0;0;0;0;NA
"456635";117;"Republic of Korea";2620;"Grapes and products (excl wine)";2013;363121;800;0;330405;102841;31902;0;0;260280;0;0;0;14;NA
"456693";117;"Republic of Korea";2625;"Fruits, Other";2013;1629223;65693;0;1387914;315797;131649;10804;32412;1313426;0;0;0;751;NA
"456751";117;"Republic of Korea";2630;"Coffee and products";2013;148776;93736;0;55040;148776;0;0;0;0;0;0;0;0;NA
"456804";117;"Republic of Korea";2633;"Cocoa Beans and products";2013;40167;6731;0;33325;40167;0;0;111;0;0;0;0;0;NA
"456857";117;"Republic of Korea";2635;"Tea (including mate)";2013;5849;1947;0;3902;2649;0;0;0;3200;0;0;0;0;NA
"456915";117;"Republic of Korea";2640;"Pepper";2013;4334;28;0;4306;4334;0;0;0;0;0;0;0;0;NA
"456968";117;"Republic of Korea";2641;"Pimento";2013;5474;2292;0;3182;5474;0;0;0;0;0;0;0;0;NA
"457021";117;"Republic of Korea";2642;"Cloves";2013;81;0;0;81;81;0;0;0;0;0;0;0;0;NA
"457074";117;"Republic of Korea";2645;"Spices, Other";2013;17832;84;0;17748;12922;0;0;0;4910;0;0;0;0;NA
"457132";117;"Republic of Korea";2655;"Wine";2013;32982;26;0;32956;32982;0;0;0;0;0;0;0;0;NA
"457185";117;"Republic of Korea";2656;"Beer";2013;2187211;113155;0;2052184;95211;0;21872;0;2092000;0;0;0;0;NA
"457239";117;"Republic of Korea";2657;"Beverages, Fermented";2013;1641596;217735;0;1416719;7936;0;142;0;1633660;0;-7000;7000;0;NA
"457292";117;"Republic of Korea";2658;"Beverages, Alcoholic";2013;344826;91684;0;252797;37471;0;345;0;307355;0;0;0;0;NA
"457345";117;"Republic of Korea";2659;"Alcohol, Non-Food";2013;218650;493;0;0;216675;0;218157;0;1975;0;0;0;0;0
"457402";117;"Republic of Korea";2661;"Cotton lint";2013;294560;800;0;0;294560;0;293760;0;0;0;0;0;0;NA
"457456";117;"Republic of Korea";2662;"Jute";2013;3852;0;0;0;3852;0;3852;0;0;0;0;0;0;NA
"457509";117;"Republic of Korea";2663;"Jute-Like Fibres";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"457562";117;"Republic of Korea";2664;"Soft-Fibres, Other";2013;62;1;0;0;42;0;61;0;20;0;0;0;0;NA
"457620";117;"Republic of Korea";2665;"Sisal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"457673";117;"Republic of Korea";2666;"Abaca";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"457726";117;"Republic of Korea";2667;"Hard Fibres, Other";2013;1743;3;0;0;1743;0;1740;0;0;0;0;0;0;NA
"457779";117;"Republic of Korea";2671;"Tobacco";2013;105479;7106;0;0;69479;4775;93598;0;36000;0;0;0;0;NA
"457837";117;"Republic of Korea";2672;"Rubber";2013;396347;318;0;0;396347;0;396029;0;0;0;0;0;0;NA
"457890";117;"Republic of Korea";2731;"Bovine Meat";2013;734793;18928;0;715864;398793;0;0;1;336000;0;0;0;0;NA
"457948";117;"Republic of Korea";2732;"Mutton & Goat Meat";2013;6658;0;0;6658;5192;0;0;0;1466;0;0;0;0;NA
"458006";117;"Republic of Korea";2733;"Pigmeat";2013;1617348;3634;0;1613714;407348;0;0;0;1210000;0;0;0;0;NA
"458064";117;"Republic of Korea";2734;"Poultry Meat";2013;821117;32800;0;788317;131097;0;0;0;690020;0;0;0;0;NA
"458122";117;"Republic of Korea";2735;"Meat, Other";2013;9549;594;0;8955;5429;0;0;0;4120;0;0;0;0;NA
"458180";117;"Republic of Korea";2736;"Offals, Edible";2013;218748;89;0;218659;52904;0;0;0;165844;0;0;0;0;NA
"458233";117;"Republic of Korea";2737;"Fats, Animals, Raw";2013;265798;15733;1250;98254;43569;0;150561;0;222229;0;0;0;0;NA
"458286";117;"Republic of Korea";2740;"Butter, Ghee";2013;64887;5;0;64233;5643;0;649;0;59244;0;0;0;0;NA
"458339";117;"Republic of Korea";2744;"Eggs";2013;650819;643;0;553703;3819;32390;0;0;647000;64083;0;0;0;NA
"458392";117;"Republic of Korea";2745;"Honey";2013;25289;77;0;25212;689;0;0;0;24600;0;0;0;0;NA
"458445";117;"Republic of Korea";2746;"Wool (Clean Eq.)";2013;8138;0;0;0;8138;0;8138;0;0;0;0;0;0;NA
"458498";117;"Republic of Korea";2747;"Silk";2013;441;0;0;0;438;0;441;0;3;0;0;0;0;0
"458551";117;"Republic of Korea";2748;"Hides and skins";2013;381226;4218;0;0;323958;0;377008;0;57268;0;0;0;0;0
"458604";117;"Republic of Korea";2749;"Meat Meal";2013;219;0;219;0;219;0;0;0;0;0;0;0;0;NA
"458657";117;"Republic of Korea";2805;"Rice (Milled Equivalent)";2013;4325650;5153;0;4196378;569313;329498;27848;20677;3756337;24012;277917;-277917;1;NA
"458715";117;"Republic of Korea";2818;"Sugar, Refined Equiv";2013;1765297;408666;0;986852;1765297;0;423246;0;0;0;53467;-53467;0;NA
"458768";117;"Republic of Korea";2848;"Milk - Excluding Butter";2013;3111320;23476;1393289;1430853;1014415;42070;221632;0;2096905;0;0;0;0;NA
"458821";117;"Republic of Korea";2960;"Fish, Seafood";2013;3635479;802267;203042;2600170;1658638;0;30000;0;1976841;0;0;0;0;NA
"458874";118;"Kuwait";866;"Cattle";2013;15257;2;NA;NA;2813;NA;NA;15255;12444;NA;NA;NA;0;NA
"458882";118;"Kuwait";946;"Buffaloes";2013;20;7;NA;NA;20;NA;NA;13;NA;NA;NA;NA;0;NA
"458939";118;"Kuwait";976;"Sheep";2013;2689455;4708;NA;NA;1400100;NA;NA;2684747;1289355;NA;NA;NA;0;NA
"458998";118;"Kuwait";1016;"Goats";2013;51578;4715;NA;NA;7878;NA;NA;46863;43700;NA;NA;NA;0;NA
"459065";118;"Kuwait";1096;"Horses";2013;663;3;NA;NA;663;NA;NA;660;NA;NA;NA;NA;0;NA
"459091";118;"Kuwait";1107;"Asses";2013;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"459095";118;"Kuwait";1110;"Mules";2013;4;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;0;NA
"459151";118;"Kuwait";1126;"Camels";2013;7497;6253;NA;NA;1163;NA;NA;1244;6334;NA;NA;NA;0;NA
"459162";118;"Kuwait";1140;"Rabbits and hares";2013;1000;NA;NA;NA;1000;NA;NA;1000;NA;NA;NA;NA;0;NA
"459196";118;"Kuwait";2000;"Fodder crops";2013;40046;456;39590;NA;20546;NA;NA;NA;19500;NA;NA;NA;0;0
"459249";118;"Kuwait";2029;"Poultry Birds";2013;29419000;698000;NA;NA;2713000;NA;NA;28721000;26706000;NA;NA;NA;0;NA
"459308";118;"Kuwait";2511;"Wheat and products";2013;448801;83203;0;325986;448621;39600;12;0;180;0;0;0;0;NA
"459366";118;"Kuwait";2513;"Barley and products";2013;350960;25;333311;6;348960;17548;0;0;2000;70;0;0;0;NA
"459424";118;"Kuwait";2514;"Maize and products";2013;210944;2;175519;20168;190944;8065;7159;0;20000;31;0;0;0;NA
"459482";118;"Kuwait";2515;"Rye and products";2013;6;0;6;0;6;0;0;0;0;0;0;0;0;NA
"459535";118;"Kuwait";2516;"Oats";2013;2214;0;1510;0;2214;0;704;0;0;0;0;0;0;NA
"459588";118;"Kuwait";2517;"Millet and products";2013;242;0;242;0;242;0;0;0;0;0;0;0;0;NA
