"";"area_code";"area";"item_code";"item";"year";"total_supply";"exports";"feed";"food";"imports";"losses";"other";"processing";"production";"seed";"stock_withdrawal";"stock_addition";"balancing";"unspecified"
"306019";84;"Greece";2557;"Sunflower seed";2013;204665;28892;0;0;28913;0;0;174327;175752;1446;0;0;0;NA
"306077";84;"Greece";2558;"Rape and Mustardseed";2013;33778;110;3580;2188;21578;0;0;27900;12200;0;0;0;0;NA
"306135";84;"Greece";2559;"Cottonseed";2013;510569;188416;0;0;3569;10211;127361;151900;507000;32681;0;0;0;NA
"306189";84;"Greece";2560;"Coconuts - Incl Copra";2013;4525;830;0;3509;4525;18;168;0;0;0;0;0;0;NA
"306242";84;"Greece";2561;"Sesame seed";2013;39422;7013;0;15769;39353;1183;0;15455;69;2;0;0;0;NA
"306300";84;"Greece";2562;"Palm kernels";2013;46;46;0;0;46;0;0;0;0;0;0;0;0;NA
"306353";84;"Greece";2563;"Olives (including preserved)";2013;1930953;194249;0;100045;13330;15245;0;1708914;1917623;0;87500;-87500;0;NA
"306411";84;"Greece";2570;"Oilcrops, Other";2013;21889;5834;3978;133;17389;0;359;14070;4500;0;2486;-2486;1;NA
"306469";84;"Greece";2571;"Soyabean Oil";2013;59269;6998;0;10271;7585;0;42000;0;51684;0;0;0;0;NA
"306523";84;"Greece";2572;"Groundnut Oil";2013;3825;0;0;3825;0;0;0;0;3825;0;0;0;0;NA
"306577";84;"Greece";2573;"Sunflowerseed Oil";2013;155270;13073;0;84763;94256;0;66165;0;61014;0;8731;-8731;0;NA
"306631";84;"Greece";2574;"Rape and Mustard Oil";2013;18350;1;0;0;6750;0;18349;0;11600;0;0;0;0;NA
"306685";84;"Greece";2575;"Cottonseed Oil";2013;20218;2178;0;5017;518;0;13000;0;19700;0;-23;23;0;NA
"306739";84;"Greece";2576;"Palmkernel Oil";2013;28413;25;0;0;28413;0;28388;0;0;0;0;0;0;NA
"306793";84;"Greece";2577;"Palm Oil";2013;88547;24393;0;4712;88547;0;59215;0;0;0;-227;227;0;NA
"306846";84;"Greece";2578;"Coconut Oil";2013;1598;38;0;0;1598;0;1560;0;0;0;0;0;0;NA
"306899";84;"Greece";2579;"Sesameseed Oil";2013;6235;86;0;6149;53;0;0;0;6182;0;0;0;0;NA
"306953";84;"Greece";2580;"Olive Oil";2013;334965;195577;0;150798;6165;0;13590;0;328800;0;25000;-25000;0;NA
"307007";84;"Greece";2582;"Maize Germ Oil";2013;30974;166;0;30808;26374;0;0;0;4600;0;0;0;0;NA
"307061";84;"Greece";2586;"Oilcrops Oil, Other";2013;25491;9068;0;0;18153;0;14756;0;7338;0;-1667;1667;0;NA
"307115";84;"Greece";2590;"Soyabean Cake";2013;486757;47325;439432;0;262795;0;0;0;223962;0;0;0;0;NA
"307168";84;"Greece";2591;"Groundnut Cake";2013;4505;0;4505;0;0;0;0;0;4505;0;0;0;0;NA
"307221";84;"Greece";2592;"Sunflowerseed Cake";2013;128478;27575;100903;0;27368;0;0;0;101110;0;0;0;0;NA
"307274";84;"Greece";2593;"Rape and Mustard Cake";2013;16680;757;15923;0;980;0;0;0;15700;0;0;0;0;NA
"307327";84;"Greece";2594;"Cottonseed Cake";2013;80500;24149;56351;0;0;0;0;0;80500;0;0;0;0;NA
"307380";84;"Greece";2595;"Palmkernel Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"307433";84;"Greece";2596;"Copra Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"307486";84;"Greece";2597;"Sesameseed Cake";2013;8964;0;8964;0;0;0;0;0;8964;0;0;0;0;NA
"307539";84;"Greece";2598;"Oilseed Cakes, Other";2013;12802;195;12607;0;35;0;0;0;12767;0;0;0;0;NA
"307592";84;"Greece";2601;"Tomatoes and products";2013;1274431;199724;0;927174;53231;122944;24589;0;1221200;0;0;0;0;NA
"307650";84;"Greece";2602;"Onions";2013;256102;2802;0;237934;5402;12805;2561;0;250700;0;0;0;0;NA
"307708";84;"Greece";2605;"Vegetables, Other";2013;2416589;346522;372676;1331911;100058;284455;52646;28377;2316531;0;0;0;2;NA
"307766";84;"Greece";2611;"Oranges, Mandarines";2013;1154106;558666;0;410987;39649;106393;47917;142;1114457;0;-30000;30000;1;NA
"307824";84;"Greece";2612;"Lemons, Limes and products";2013;79255;7084;0;61916;25255;6311;3944;0;54000;0;0;0;0;NA
"307882";84;"Greece";2613;"Grapefruit and products";2013;11195;2977;0;8024;5895;193;0;0;5300;0;0;0;1;NA
"307940";84;"Greece";2614;"Citrus, Other";2013;1538;1089;0;374;638;0;0;75;900;0;0;0;0;NA
"307993";84;"Greece";2615;"Bananas";2013;133101;32115;0;87676;129801;6655;6655;0;3300;0;0;0;0;NA
"308051";84;"Greece";2616;"Plantains";2013;2216;1957;0;148;2216;111;0;0;0;0;0;0;0;NA
"308104";84;"Greece";2617;"Apples and products";2013;320405;185922;8849;64240;38405;29498;11799;97;282000;0;-20000;20000;0;NA
"308162";84;"Greece";2618;"Pineapples and products";2013;16575;1242;0;15333;16575;0;0;0;0;0;0;0;0;NA
"308215";84;"Greece";2619;"Dates";2013;587;70;0;517;587;0;0;0;0;0;0;0;0;NA
"308268";84;"Greece";2620;"Grapes and products (excl wine)";2013;1021010;224199;0;280476;34910;11120;12965;492249;986100;0;0;0;1;NA
"308326";84;"Greece";2625;"Fruits, Other";2013;1296002;734882;5048;422601;74772;109327;23682;462;1221230;0;0;0;0;NA
"308384";84;"Greece";2630;"Coffee and products";2013;87041;12937;0;72161;87041;0;1943;0;0;0;0;0;0;NA
"308437";84;"Greece";2633;"Cocoa Beans and products";2013;31932;4317;0;27615;31932;0;0;0;0;0;0;0;0;NA
"308490";84;"Greece";2635;"Tea (including mate)";2013;3626;96;0;3530;3626;0;0;0;0;0;0;0;0;NA
"308543";84;"Greece";2640;"Pepper";2013;1034;21;0;1013;1034;0;0;0;0;0;0;0;0;NA
"308596";84;"Greece";2641;"Pimento";2013;1174;11;0;1163;674;0;0;0;500;0;0;0;0;NA
"308654";84;"Greece";2642;"Cloves";2013;76;9;0;67;76;0;0;0;0;0;0;0;0;NA
"308707";84;"Greece";2645;"Spices, Other";2013;2907;199;0;2708;2057;0;0;0;850;0;0;0;0;NA
"308765";84;"Greece";2655;"Wine";2013;348531;26641;0;208023;18457;3467;10400;1e+05;330074;0;0;0;0;NA
"308819";84;"Greece";2656;"Beer";2013;437952;36385;0;379669;57652;0;21898;0;380300;0;0;0;0;NA
"308873";84;"Greece";2657;"Beverages, Fermented";2013;1728;24;0;1704;1728;0;0;0;0;0;0;0;0;NA
"308926";84;"Greece";2658;"Beverages, Alcoholic";2013;61765;33471;0;25206;28765;0;3088;0;33000;0;0;0;0;NA
"308979";84;"Greece";2659;"Alcohol, Non-Food";2013;25756;7;0;0;24508;0;25749;0;1248;0;0;0;0;NA
"309036";84;"Greece";2661;"Cotton lint";2013;299320;257680;0;0;3320;0;41640;0;296000;0;0;0;0;NA
"309090";84;"Greece";2662;"Jute";2013;187;0;0;0;187;0;187;0;0;0;0;0;0;NA
"309143";84;"Greece";2664;"Soft-Fibres, Other";2013;154;2;0;0;154;0;152;0;0;0;0;0;0;NA
"309196";84;"Greece";2665;"Sisal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"309249";84;"Greece";2666;"Abaca";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"309302";84;"Greece";2667;"Hard Fibres, Other";2013;2047;5;0;0;2047;0;2042;0;0;0;0;0;0;NA
"309355";84;"Greece";2671;"Tobacco";2013;64662;47366;0;0;37972;2520;14776;0;26690;0;0;0;0;NA
"309413";84;"Greece";2672;"Rubber";2013;2932;182;0;0;2932;0;2750;0;0;0;0;0;0;NA
"309466";84;"Greece";2731;"Bovine Meat";2013;187381;777;0;179114;118216;0;7490;0;69165;0;0;0;0;NA
"309524";84;"Greece";2732;"Mutton & Goat Meat";2013;146449;3239;0;138817;6549;0;4393;0;139900;0;0;0;0;NA
"309582";84;"Greece";2733;"Pigmeat";2013;335644;8410;0;315022;244444;0;12211;1;91200;0;0;0;0;NA
"309640";84;"Greece";2734;"Poultry Meat";2013;204158;19427;0;175194;73062;0;8831;706;131096;0;0;0;0;NA
"309698";84;"Greece";2735;"Meat, Other";2013;45349;774;288;44260;35169;0;0;27;10180;0;0;0;0;NA
"309756";84;"Greece";2736;"Offals, Edible";2013;45246;7591;2327;33939;14538;1361;27;0;30708;0;0;0;1;NA
"309809";84;"Greece";2737;"Fats, Animals, Raw";2013;92494;9699;0;5965;6940;0;76124;592;85554;0;-114;114;0;NA
"309862";84;"Greece";2740;"Butter, Ghee";2013;12083;327;0;11656;10089;0;100;0;1994;0;0;0;0;NA
"309915";84;"Greece";2744;"Eggs";2013;125086;3847;0;112760;26486;2432;1216;0;98600;4830;0;0;1;NA
"309968";84;"Greece";2745;"Honey";2013;19139;1743;0;17205;3439;0;191;0;15700;0;0;0;0;NA
"310021";84;"Greece";2746;"Wool (Clean Eq.)";2013;13030;5291;0;0;230;0;7739;0;12800;0;0;0;0;NA
"310074";84;"Greece";2747;"Silk";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"310127";84;"Greece";2748;"Hides and skins";2013;60414;17678;0;0;4545;1047;41889;0;55869;0;200;-200;0;NA
"310180";84;"Greece";2749;"Meat Meal";2013;7436;4013;3423;0;7436;0;0;0;0;0;0;0;0;NA
"310233";84;"Greece";2805;"Rice (Milled Equivalent)";2013;208983;100669;5517;73912;52698;4709;97;0;156285;3032;-21047;21047;0;NA
"310291";84;"Greece";2818;"Sugar, Refined Equiv";2013;375260;63435;0;270925;334780;0;10000;0;40480;0;-30900;30900;0;NA
"310345";84;"Greece";2848;"Milk - Excluding Butter";2013;3702828;588721;111410;2840493;1735668;29906;132298;0;1967160;0;0;0;0;NA
"310398";84;"Greece";2960;"Fish, Seafood";2013;684703;140660;329305;214629;476570;0;109;0;208133;0;0;0;0;NA
"310451";86;"Grenada";328;"Seed cotton";2013;50;NA;NA;NA;NA;NA;NA;50;50;NA;NA;NA;0;0
"310509";86;"Grenada";866;"Cattle";2013;900;0;NA;NA;0;NA;NA;900;900;NA;NA;NA;0;NA
"310568";86;"Grenada";976;"Sheep";2013;4500;NA;NA;NA;0;NA;NA;4500;4500;NA;NA;NA;0;NA
"310627";86;"Grenada";1016;"Goats";2013;2420;0;NA;NA;1;NA;NA;2420;2419;NA;NA;NA;0;NA
"310685";86;"Grenada";1034;"Pigs";2013;3600;NA;NA;NA;NA;NA;NA;3600;3600;NA;NA;NA;0;NA
"310726";86;"Grenada";1096;"Horses";2013;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"310740";86;"Grenada";1140;"Rabbits and hares";2013;1000;NA;NA;NA;1000;NA;NA;1000;NA;NA;NA;NA;0;NA
"310768";86;"Grenada";2000;"Fodder crops";2013;1581;NA;1581;NA;81;NA;NA;NA;1500;NA;NA;NA;0;0
"310821";86;"Grenada";2029;"Poultry Birds";2013;760000;NA;NA;NA;364000;NA;NA;760000;396000;NA;NA;NA;0;NA
"310880";86;"Grenada";2511;"Wheat and products";2013;17909;525;4003;6316;17909;967;4987;0;0;0;-1111;1111;0;NA
"310933";86;"Grenada";2513;"Barley and products";2013;681;0;0;367;681;0;0;528;0;0;214;-214;0;NA
"310986";86;"Grenada";2514;"Maize and products";2013;3705;0;5035;526;3305;109;27;0;400;8;2000;-2000;0;NA
"311044";86;"Grenada";2515;"Rye and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"311097";86;"Grenada";2516;"Oats";2013;125;0;0;125;125;0;0;0;0;0;0;0;0;NA
"311150";86;"Grenada";2520;"Cereals, Other";2013;155;0;15;140;155;0;0;0;0;0;0;0;0;NA
"311203";86;"Grenada";2531;"Potatoes and products";2013;1171;0;0;1089;1171;32;50;0;0;0;0;0;0;NA
"311256";86;"Grenada";2532;"Cassava and products";2013;210;0;0;189;0;21;0;0;210;0;0;0;0;NA
"311314";86;"Grenada";2533;"Sweet potatoes";2013;126;0;25;88;1;13;0;0;125;0;0;0;0;NA
"311372";86;"Grenada";2534;"Roots, Other";2013;2500;0;1250;750;0;250;250;0;2500;0;0;0;0;NA
"311430";86;"Grenada";2535;"Yams";2013;570;0;57;456;0;57;0;0;570;0;0;0;0;NA
"311488";86;"Grenada";2536;"Sugar cane";2013;7200;0;2984;0;0;216;0;4000;7200;0;0;0;0;NA
"311546";86;"Grenada";2543;"Sweeteners, Other";2013;206;0;0;506;206;0;0;0;0;0;300;-300;0;NA
"311599";86;"Grenada";2544;"Molasses";2013;940;0;940;0;940;0;0;0;0;0;0;0;0;NA
"311652";86;"Grenada";2546;"Beans";2013;143;0;0;127;13;14;0;0;130;2;0;0;0;NA
"311710";86;"Grenada";2547;"Peas";2013;134;0;0;121;134;0;13;0;0;0;0;0;0;NA
"311763";86;"Grenada";2549;"Pulses, Other and products";2013;698;0;120;518;98;30;30;0;600;0;0;0;0;NA
"311821";86;"Grenada";2551;"Nuts and products";2013;16;0;0;16;16;0;0;0;0;0;0;0;0;NA
"311874";86;"Grenada";2555;"Soyabeans";2013;1;0;0;1;1;0;0;0;0;0;0;0;0;NA
"311927";86;"Grenada";2556;"Groundnuts (Shelled Eq)";2013;3;0;0;3;3;0;0;0;0;0;0;0;0;NA
"311980";86;"Grenada";2558;"Rape and Mustardseed";2013;1;0;0;1;1;0;0;0;0;0;0;0;0;NA
"312033";86;"Grenada";2559;"Cottonseed";2013;30;0;0;0;0;0;0;27;30;3;0;0;0;NA
"312087";86;"Grenada";2560;"Coconuts - Incl Copra";2013;6365;0;0;1775;5;1272;318;3000;6360;0;0;0;0;NA
"312145";86;"Grenada";2563;"Olives (including preserved)";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"312198";86;"Grenada";2570;"Oilcrops, Other";2013;2;0;0;0;2;0;2;0;0;0;0;0;0;NA
"312251";86;"Grenada";2571;"Soyabean Oil";2013;396;0;0;476;396;0;0;0;0;0;80;-80;0;NA
"312304";86;"Grenada";2573;"Sunflowerseed Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"312357";86;"Grenada";2575;"Cottonseed Oil";2013;4;0;0;4;0;0;0;0;4;0;0;0;0;NA
"312411";86;"Grenada";2577;"Palm Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"312464";86;"Grenada";2578;"Coconut Oil";2013;379;0;0;354;5;0;25;0;374;0;0;0;0;NA
"312518";86;"Grenada";2580;"Olive Oil";2013;10;0;0;10;10;0;0;0;0;0;0;0;0;NA
"312571";86;"Grenada";2582;"Maize Germ Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"312624";86;"Grenada";2586;"Oilcrops Oil, Other";2013;262;0;0;487;262;0;0;0;0;0;225;-225;0;NA
"312677";86;"Grenada";2590;"Soyabean Cake";2013;2001;0;2001;0;2001;0;0;0;0;0;0;0;0;NA
"312730";86;"Grenada";2594;"Cottonseed Cake";2013;12;0;12;0;0;0;0;0;12;0;0;0;0;NA
"312783";86;"Grenada";2596;"Copra Cake";2013;205;0;205;0;0;0;0;0;205;0;0;0;0;NA
"312836";86;"Grenada";2598;"Oilseed Cakes, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"312889";86;"Grenada";2601;"Tomatoes and products";2013;286;0;0;258;11;28;0;0;275;0;0;0;0;NA
"312947";86;"Grenada";2602;"Onions";2013;300;0;0;285;300;15;0;0;0;0;0;0;0;NA
"313000";86;"Grenada";2605;"Vegetables, Other";2013;4190;0;0;3625;433;317;247;0;3757;0;0;0;1;NA
"313058";86;"Grenada";2611;"Oranges, Mandarines";2013;1766;0;0;1672;1066;35;59;0;700;0;0;0;0;NA
"313116";86;"Grenada";2612;"Lemons, Limes and products";2013;296;0;0;281;4;15;0;0;292;0;0;0;0;NA
"313174";86;"Grenada";2613;"Grapefruit and products";2013;1932;0;0;1721;12;96;115;0;1920;0;0;0;0;NA
"313232";86;"Grenada";2614;"Citrus, Other";2013;1208;0;0;1075;0;60;72;0;1208;0;0;0;1;NA
"313285";86;"Grenada";2615;"Bananas";2013;3295;0;800;1800;0;497;198;0;3295;0;0;0;0;NA
"313343";86;"Grenada";2616;"Plantains";2013;288;0;0;259;0;14;14;0;288;0;0;0;1;NA
"313401";86;"Grenada";2617;"Apples and products";2013;623;0;0;564;71;29;29;0;552;0;0;0;1;NA
"313459";86;"Grenada";2618;"Pineapples and products";2013;55;0;0;55;14;0;0;0;41;0;0;0;0;NA
"313517";86;"Grenada";2619;"Dates";2013;1;0;0;1;1;0;0;0;0;0;0;0;0;NA
"313570";86;"Grenada";2620;"Grapes and products (excl wine)";2013;72;0;0;72;72;0;0;0;0;0;0;0;0;NA
"313623";86;"Grenada";2625;"Fruits, Other";2013;11190;167;0;8124;4000;891;540;0;7190;0;-1467;1467;1;NA
"313681";86;"Grenada";2630;"Coffee and products";2013;15;0;0;15;15;0;0;0;0;0;0;0;0;NA
"313734";86;"Grenada";2633;"Cocoa Beans and products";2013;919;396;0;123;19;0;0;0;900;0;-400;400;0;NA
"313792";86;"Grenada";2635;"Tea (including mate)";2013;7;0;0;7;7;0;0;0;0;0;0;0;0;NA
"313845";86;"Grenada";2640;"Pepper";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"313898";86;"Grenada";2641;"Pimento";2013;150;0;0;150;4;0;0;0;146;0;0;0;0;NA
"313956";86;"Grenada";2642;"Cloves";2013;96;0;0;96;60;0;0;0;36;0;0;0;0;NA
"314014";86;"Grenada";2645;"Spices, Other";2013;763;705;0;258;12;0;0;0;751;0;200;-200;0;NA
"314072";86;"Grenada";2655;"Wine";2013;352;0;0;335;352;0;17;0;0;0;0;0;0;NA
"314125";86;"Grenada";2656;"Beer";2013;2484;0;0;1984;84;0;500;0;2400;0;0;0;0;NA
"314179";86;"Grenada";2657;"Beverages, Fermented";2013;28;0;0;28;28;0;0;0;0;0;0;0;0;NA
"314232";86;"Grenada";2658;"Beverages, Alcoholic";2013;1022;18;0;904;322;0;100;0;700;0;0;0;0;NA
"314285";86;"Grenada";2659;"Alcohol, Non-Food";2013;11;0;0;0;11;0;11;0;0;0;0;0;0;NA
"314339";86;"Grenada";2661;"Cotton lint";2013;10;0;0;0;0;0;10;0;10;0;0;0;0;NA
"314393";86;"Grenada";2662;"Jute";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"314446";86;"Grenada";2664;"Soft-Fibres, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"314499";86;"Grenada";2667;"Hard Fibres, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"314552";86;"Grenada";2671;"Tobacco";2013;3;0;0;0;3;0;3;0;0;0;0;0;0;NA
"314605";86;"Grenada";2672;"Rubber";2013;9;0;0;0;9;0;9;0;0;0;0;0;0;NA
"314658";86;"Grenada";2731;"Bovine Meat";2013;380;0;0;367;240;0;13;0;140;0;0;0;0;NA
"314716";86;"Grenada";2732;"Mutton & Goat Meat";2013;133;0;0;133;0;0;0;0;133;0;0;0;0;NA
"314774";86;"Grenada";2733;"Pigmeat";2013;1221;0;0;1221;941;0;0;0;280;0;0;0;0;NA
"314832";86;"Grenada";2734;"Poultry Meat";2013;7412;0;0;4612;6712;0;2800;0;700;0;0;0;0;NA
"314890";86;"Grenada";2735;"Meat, Other";2013;124;0;0;124;4;0;0;0;120;0;0;0;0;NA
"314948";86;"Grenada";2736;"Offals, Edible";2013;194;0;63;131;139;0;0;0;55;0;0;0;0;NA
"315001";86;"Grenada";2737;"Fats, Animals, Raw";2013;176;0;0;167;150;0;9;0;26;0;0;0;0;NA
"315054";86;"Grenada";2740;"Butter, Ghee";2013;30;0;0;30;30;0;0;0;0;0;0;0;0;NA
"315107";86;"Grenada";2744;"Eggs";2013;1413;0;0;1096;3;212;71;0;1410;34;0;0;0;NA
"315160";86;"Grenada";2748;"Hides and skins";2013;37;0;0;0;0;2;35;0;37;0;0;0;0;NA
"315213";86;"Grenada";2749;"Meat Meal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"315266";86;"Grenada";2805;"Rice (Milled Equivalent)";2013;1092;0;0;1014;1092;14;264;0;0;0;200;-200;0;NA
"315319";86;"Grenada";2818;"Sugar, Refined Equiv";2013;1669;0;0;3528;1669;0;403;0;0;0;2262;-2262;0;NA
"315372";86;"Grenada";2848;"Milk - Excluding Butter";2013;8450;0;0;9210;7735;116;179;0;715;0;1055;-1055;0;NA
"315425";86;"Grenada";2960;"Fish, Seafood";2013;3721;933;0;3008;1400;0;0;0;2321;0;220;-220;0;NA
"315456";89;"Guatemala";254;"Oil, palm fruit";2013;1480000;NA;NA;NA;NA;NA;NA;1480000;1480000;NA;NA;NA;0;0
"315514";89;"Guatemala";328;"Seed cotton";2013;3040;NA;NA;NA;NA;NA;NA;3040;3040;NA;NA;NA;0;0
"315572";89;"Guatemala";866;"Cattle";2013;451346;346;NA;NA;5027;NA;NA;451000;446319;NA;NA;NA;0;NA
"315580";89;"Guatemala";946;"Buffaloes";2013;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"315635";89;"Guatemala";976;"Sheep";2013;194996;0;NA;NA;0;NA;NA;194996;194996;NA;NA;NA;0;NA
"315693";89;"Guatemala";1016;"Goats";2013;38000;0;NA;NA;42;NA;NA;38000;37958;NA;NA;NA;0;NA
"315752";89;"Guatemala";1034;"Pigs";2013;1236341;0;NA;NA;582;NA;NA;1236341;1235759;NA;NA;NA;0;NA
"315811";89;"Guatemala";1096;"Horses";2013;20076;76;NA;NA;108;NA;NA;20000;19968;NA;NA;NA;0;NA
"315838";89;"Guatemala";1107;"Asses";2013;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"315843";89;"Guatemala";1110;"Mules";2013;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"315847";89;"Guatemala";1140;"Rabbits and hares";2013;1000;NA;NA;NA;1000;NA;NA;1000;NA;NA;NA;NA;0;NA
"315852";89;"Guatemala";1157;"Camelids, other";2013;1;1;NA;NA;1;NA;NA;0;NA;NA;NA;NA;0;NA
"315906";89;"Guatemala";2029;"Poultry Birds";2013;119207000;2613000;NA;NA;15070000;NA;NA;116594000;104137000;NA;NA;NA;0;NA
"315965";89;"Guatemala";2511;"Wheat and products";2013;640384;129637;0;555292;638828;2723;10;0;1556;800;48078;-48078;0;NA
"316023";89;"Guatemala";2513;"Barley and products";2013;65127;10;1375;377;63727;0;0;37596;1400;55;-25714;25714;0;NA
"316081";89;"Guatemala";2514;"Maize and products";2013;2476827;11133;480000;1349570;745055;55000;0;555394;1731772;25729;0;0;1;NA
"316139";89;"Guatemala";2515;"Rye and products";2013;6;5;0;1;6;0;0;0;0;0;0;0;0;NA
"316192";89;"Guatemala";2516;"Oats";2013;24121;7089;107;16925;24121;0;0;0;0;0;0;0;0;NA
"316245";89;"Guatemala";2517;"Millet and products";2013;656;14;642;0;656;0;0;0;0;0;0;0;0;NA
"316298";89;"Guatemala";2518;"Sorghum and products";2013;42078;7;29500;10600;78;1720;0;0;42000;410;159;-159;0;NA
"316356";89;"Guatemala";2520;"Cereals, Other";2013;5154;2108;1151;1895;5154;0;0;0;0;0;0;0;0;NA
"316409";89;"Guatemala";2531;"Potatoes and products";2013;567570;73649;0;166940;45712;11174;304807;8000;521858;3000;0;0;0;NA
"316467";89;"Guatemala";2532;"Cassava and products";2013;20859;268;0;17971;859;2000;620;0;20000;0;0;0;0;NA
"316525";89;"Guatemala";2533;"Sweet potatoes";2013;160;136;0;24;20;0;0;0;140;0;0;0;0;NA
"316583";89;"Guatemala";2534;"Roots, Other";2013;35;0;0;35;35;0;0;0;0;0;0;0;0;NA
"316636";89;"Guatemala";2536;"Sugar cane";2013;26334670;60;32000;0;0;263347;231260;25808003;26334670;0;0;0;0;0
"316694";89;"Guatemala";2537;"Sugar beet";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"316747";89;"Guatemala";2541;"Sugar non-centrifugal";2013;27;3;0;24;27;0;0;0;0;0;0;0;0;NA
"316800";89;"Guatemala";2543;"Sweeteners, Other";2013;74405;62802;0;11597;49083;0;5;0;25322;0;0;0;1;NA
"316853";89;"Guatemala";2544;"Molasses";2013;497486;226175;17000;0;5486;0;161311;93000;492000;0;0;0;0;NA
"316907";89;"Guatemala";2546;"Beans";2013;236446;3793;0;187453;11156;30000;0;0;225290;15200;0;0;0;NA
"316965";89;"Guatemala";2547;"Peas";2013;1748;8;0;1740;1748;0;0;0;0;0;0;0;0;NA
"317018";89;"Guatemala";2549;"Pulses, Other and products";2013;46966;836;0;44050;466;880;0;0;46500;1200;0;0;0;NA
"317076";89;"Guatemala";2551;"Nuts and products";2013;25854;3733;0;22121;3854;0;0;0;22000;0;0;0;0;NA
"317134";89;"Guatemala";2555;"Soyabeans";2013;48832;1032;1450;5003;10832;0;0;40747;38000;600;0;0;0;NA
"317192";89;"Guatemala";2556;"Groundnuts (Shelled Eq)";2013;9594;205;0;8837;6444;95;0;320;3150;137;0;0;0;NA
"317250";89;"Guatemala";2557;"Sunflower seed";2013;875;155;0;720;875;0;0;0;0;0;0;0;0;NA
"317303";89;"Guatemala";2558;"Rape and Mustardseed";2013;564;284;0;228;564;0;52;0;0;0;0;0;0;NA
"317356";89;"Guatemala";2559;"Cottonseed";2013;1775;0;1610;0;0;0;0;137;1775;28;0;0;0;NA
"317410";89;"Guatemala";2560;"Coconuts - Incl Copra";2013;23196;922;0;22274;196;0;0;0;23000;0;0;0;0;NA
"317468";89;"Guatemala";2561;"Sesame seed";2013;63946;34078;0;17137;11061;0;0;12500;52885;231;0;0;0;NA
"317526";89;"Guatemala";2562;"Palm kernels";2013;74013;0;0;0;13;0;3013;71000;74000;0;0;0;0;NA
"317580";89;"Guatemala";2563;"Olives (including preserved)";2013;661;159;0;502;661;0;0;0;0;0;0;0;0;NA
"317633";89;"Guatemala";2570;"Oilcrops, Other";2013;4784;352;2431;1719;4784;0;315;322;0;0;355;-355;0;NA
"317686";89;"Guatemala";2571;"Soyabean Oil";2013;89102;13378;0;65724;82002;0;10000;0;7100;0;0;0;0;NA
"317740";89;"Guatemala";2572;"Groundnut Oil";2013;245;206;0;39;111;0;0;0;134;0;0;0;0;NA
"317794";89;"Guatemala";2573;"Sunflowerseed Oil";2013;16843;2152;0;14691;16843;0;0;0;0;0;0;0;0;NA
"317847";89;"Guatemala";2574;"Rape and Mustard Oil";2013;959;0;0;0;959;0;959;0;0;0;0;0;0;NA
"317900";89;"Guatemala";2575;"Cottonseed Oil";2013;23;21;0;2;1;0;0;0;22;0;0;0;0;NA
"317954";89;"Guatemala";2576;"Palmkernel Oil";2013;32009;30216;0;0;9;0;1793;0;32000;0;0;0;0;NA
"318008";89;"Guatemala";2577;"Palm Oil";2013;437811;385949;0;29048;35811;0;25314;0;402000;0;2500;-2500;0;NA
"318062";89;"Guatemala";2578;"Coconut Oil";2013;19;4;0;0;19;0;15;0;0;0;0;0;0;NA
"318115";89;"Guatemala";2579;"Sesameseed Oil";2013;6275;326;0;5949;25;0;0;0;6250;0;0;0;0;NA
"318169";89;"Guatemala";2580;"Olive Oil";2013;886;14;0;872;886;0;0;0;0;0;0;0;0;NA
"318222";89;"Guatemala";2582;"Maize Germ Oil";2013;68;28;0;40;68;0;0;0;0;0;0;0;0;NA
"318275";89;"Guatemala";2586;"Oilcrops Oil, Other";2013;30548;3061;0;364;25143;0;26813;310;5405;0;0;0;0;NA
"318328";89;"Guatemala";2590;"Soyabean Cake";2013;338322;15;338307;0;307762;0;0;0;30560;0;0;0;0;NA
