system:index,area,class,co_mun,year,.geo
0_000000000000000001d4_0_1,1031.860190836657,39,3524204.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001da_0_0,14014.101778419354,0,3525409.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001da_0_1,159.8591317932126,39,3525409.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001db_0_0,41540.6618348334,0,3525607.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001e1_0_0,56958.4541927479,0,3527108.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001e5_0_0,18937.40879765971,0,3527504.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001e8_0_0,15228.820196236913,0,3527801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001e8_0_1,238.25240758667107,39,3527801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001e9_0_0,47059.05079455002,0,3527900.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001e9_0_1,415.94841088866616,39,3527900.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001ec_0_0,31191.784171808904,0,3528304.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001f7_0_0,14880.729238075703,0,3529658.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001fd_0_0,16594.369821463562,0,3530409.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001ff_0_0,10424.476813148034,0,3531001.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000205_0_0,22837.096411914503,0,3532058.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000205_0_1,7.331144165039056,39,3532058.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000207_0_0,23181.83126774328,0,3532157.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000207_0_1,5452.915702893324,39,3532157.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000020a_0_0,43532.16012932469,0,3532603.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000213_0_0,11760.044514585441,0,3533254.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000227_0_0,97986.55274801955,0,3535507.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000227_0_1,2074.376448012775,39,3535507.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000229_0_0,14015.718823401645,0,3535903.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000233_0_0,7928.489411043222,0,3537156.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000233_0_1,7300.061406629552,39,3537156.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000023c_0_0,72592.75135777332,0,3539301.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000023c_0_1,62.178788731043376,39,3539301.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000240_0_0,26238.961134211648,0,3539707.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000240_0_1,6401.2122007773205,39,3539707.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000246_0_0,21693.651416797493,0,3540309.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000246_0_1,26.640060162353542,39,3540309.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000252_0_0,65016.17531221414,0,3541703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000252_0_1,1.2419461669921878,39,3541703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000258_0_0,41026.486250165304,0,3542503.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000258_0_1,6.398855920410158,39,3542503.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000025b_0_0,14504.369155136204,0,3543105.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000025b_0_1,304.8385655151354,39,3543105.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000025c_0_0,11591.204583481374,0,3543204.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000025c_0_1,8712.119703855522,39,3543204.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000272_0_0,13421.076075294992,0,3546504.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000027e_0_0,9427.974199292106,0,3548302.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000286_0_0,27488.24292938308,0,3549508.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000286_0_1,173.46280799560625,39,3549508.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000029b_0_0,74664.99380115762,0,3553401.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000029e_0_0,59324.95731310683,0,3553708.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000029e_0_1,55.36367952880846,39,3553708.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002a0_0_0,27990.502315017726,0,3553955.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002a0_0_1,2298.4348871632274,39,3553955.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002a7_0_0,15300.440299078662,0,3555208.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002a7_0_1,7.725749920893661,39,3555208.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002ad_0_0,7869.576287031622,0,3555703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002ad_0_1,0.836648095703125,39,3555703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002af_0_0,14671.874610915016,0,3555901.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002b4_0_0,21637.44238687658,0,3556800.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002b4_0_1,112.11598054809684,39,3556800.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002b6_0_0,4971.392016679748,0,3556958.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002b8_0_0,31842.420721168215,0,3557154.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002b8_0_1,20.38718620605467,39,3557154.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002ba_0_0,40256.493679008956,0,4100608.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002ba_0_1,477.35916200056806,39,4100608.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002bc_0_0,37226.116316054045,0,4100905.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002bc_0_1,1213.0332559265325,39,4100905.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002bf_0_0,9331.993104292626,0,4102208.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002bf_0_1,4408.458431129135,39,4102208.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c1_0_0,17950.682319898526,0,4103404.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c1_0_1,598.4553817427591,39,4103404.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c2_0_0,16776.452574999057,0,4103701.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c2_0_1,32703.779201335983,39,4103701.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c3_0_0,31487.87066577793,0,4105102.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c3_0_1,5663.38416526573,39,4105102.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c4_0_0,39986.80147411086,0,4105607.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c4_0_1,278.65436425170765,39,4105607.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c7_0_0,23995.109172719323,0,4106704.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c7_0_1,1886.7823786208814,39,4106704.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c9_0_0,41334.40499402217,0,4107256.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002c9_0_1,612.010463378912,39,4107256.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002cb_0_0,9622.407090138706,0,4107801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002cb_0_1,9460.870977324957,39,4107801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002cc_0_0,20206.078880341218,0,4108007.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002cc_0_1,4389.50412511906,39,4108007.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002cd_0_0,6778.691527584776,0,4108106.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002cd_0_1,1509.0295317853138,39,4108106.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d0_0_0,20066.28873058855,0,4109203.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d0_0_1,1074.8436387018069,39,4109203.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d4_0_0,11508.272128390305,0,4110409.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d4_0_1,733.225095499687,39,4110409.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d5_0_0,18864.685354193574,0,4110904.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d5_0_1,143.96391229580755,39,4110904.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d8_0_0,38589.852880604296,0,4111902.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d8_0_1,8862.273421026675,39,4111902.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d9_0_0,9087.160263946602,0,4112405.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002d9_0_1,7410.893662612297,39,4112405.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002da_0_0,11700.721647872524,0,4112603.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002da_0_1,1133.5595693115258,39,4112603.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002de_0_0,9646.118336380334,0,4113809.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002de_0_1,2442.086694923971,39,4113809.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002df_0_0,20871.65121097139,0,4114104.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002df_0_1,8492.885938073816,39,4114104.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e0_0_0,48355.16277210483,0,4114708.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e0_0_1,230.2769210815422,39,4114708.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e3_0_0,21474.355018596845,0,4115903.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e3_0_1,668.6925422836548,39,4115903.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e5_0_0,9923.05283125493,0,4116307.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e5_0_1,3756.059802563489,39,4116307.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e6_0_0,17591.131631083786,0,4116406.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e6_0_1,964.1060315970445,39,4116406.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e7_0_0,12983.903098562412,0,4116505.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e7_0_1,122.14543997225935,39,4116505.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e9_0_0,26898.056417811782,0,4117107.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002e9_0_1,2.477607885742187,39,4117107.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002eb_0_0,4591.874366512047,0,4117404.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002eb_0_1,13024.367509087868,39,4117404.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002ec_0_0,18239.457969030722,0,4118006.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002ec_0_1,2192.460094765146,39,4118006.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002ee_0_0,16884.722925488004,0,4118303.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002ee_0_1,677.6009835674919,39,4118303.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f0_0_0,23741.531194711057,0,4118907.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f0_0_1,292.58724569091623,39,4118907.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f1_0_0,4976.179447348038,0,4119657.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f1_0_1,7327.047167710319,39,4119657.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f3_0_0,27573.627838715653,0,4120002.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f3_0_1,1559.69028173218,39,4120002.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f6_0_0,14576.692843406718,0,4120408.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f6_0_1,973.6946813754857,39,4120408.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f9_0_0,6390.7476460844355,0,4121307.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002f9_0_1,10347.534853532265,39,4121307.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002fc_0_0,22585.052210376984,0,4123402.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002fc_0_1,5009.197927576136,39,4123402.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002fd_0_0,13410.14260005756,0,4123600.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002fd_0_1,414.96370457153273,39,4123600.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002fe_0_0,33930.432969656875,0,4123709.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002fe_0_1,984.3622648376448,39,4123709.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000300_0_0,24995.078456565825,0,4123956.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000300_0_1,973.8616493164017,39,4123956.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000302_0_0,29902.50104518777,0,4124509.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000302_0_1,756.4396734000369,39,4124509.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000303_0_0,20358.855216487875,0,4124608.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000303_0_1,2129.255260829823,39,4124608.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000305_0_0,7610.5618427480695,0,4125308.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000305_0_1,23864.911361103033,39,4125308.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000306_0_0,40256.87270723395,0,4125357.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000306_0_1,178.17396622924784,39,4125357.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000307_0_0,8474.801615531624,0,4125555.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000307_0_1,1047.1240393791827,39,4125555.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000030a_0_0,17766.963379510667,0,4126405.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000030a_0_1,26638.668369671635,39,4126405.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000030c_0_0,19005.743379805488,0,4126702.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000030c_0_1,298.5592676030923,39,4126702.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000030d_0_0,59013.3628093372,0,4126801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000030d_0_1,78.63864244995115,39,4126801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000310_0_0,122269.51565153155,0,4128104.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000310_0_1,915.5357297729563,39,4128104.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000311_0_0,8211.426040995542,0,4128302.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000311_0_1,1251.1342438288534,39,4128302.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000313_0_0,35831.58937760883,0,4128807.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000313_0_1,107.01927299804653,39,4128807.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000321_0_0,125310.32080313457,0,5000856.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000321_0_1,1947.7068980346826,39,5000856.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000346_0_0,40619.41530578149,0,5004809.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000346_0_1,1276.027974248896,39,5004809.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000034a_0_0,147353.67353035416,0,5005152.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000034a_0_1,11019.622003683555,39,5005152.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000357_0_0,126143.04239783024,0,5006358.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000357_0_1,4686.896745227514,39,5006358.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000362_0_0,73669.67002949337,0,5007703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000362_0_1,9626.200051999585,39,5007703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000036a_0_0,25972.36764188498,0,5008404.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000036a_0_1,5016.0048555613,39,5008404.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000003f8_0_0,14593.927421606704,0,5200050.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000003f8_0_1,61.29107495952534,39,5200050.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000040d_0_0,14688.503733222626,0,5201603.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000040d_0_1,178.33184327335246,39,5201603.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000482_0_0,21734.43895575137,0,5212907.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000482_0_1,478.70156225645724,39,5212907.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000497_0_0,30176.188350110802,0,5214804.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000497_0_1,44.33604602146525,39,5214804.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004a6_0_0,5599.105112000179,0,5215801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004a6_0_1,282.58835396570464,39,5215801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004ab_0_0,50715.80665171839,0,5216452.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004ab_0_1,52171.895294375885,39,5216452.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004b5_0_0,53907.808662013325,0,5218052.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004b5_0_1,6434.164879911115,39,5218052.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004ba_0_0,26516.855617147074,0,5218607.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004ba_0_1,290.37874680175696,39,5218607.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004de_0_0,10462.421283278758,0,5221197.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000004de_0_1,206.4228721435559,39,5221197.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000608_0_0,442896.10133188206,0,1507953.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000608_0_1,3.48181380004883,39,1507953.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e00_0_0,20797.36592729725,0,3107604.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e00_0_1,7.165706221277571,39,3107604.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e67_0_0,56400.19051011505,0,3118205.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e67_0_1,5383.959757880968,39,3118205.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e6b_0_0,29576.35352939157,0,3118700.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e74_0_0,14067.599811340697,0,3119708.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e7e_0_0,17648.79650211486,0,3120706.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e7e_0_1,1131.5779011425684,39,3120706.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e85_0_0,10199.564058004771,0,3121258.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000e85_0_1,69.27980460815432,39,3121258.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000edb_0_0,33783.7366698848,0,3128907.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000edb_0_1,2852.7824997223674,39,3128907.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000ef6_0_0,43693.49764529394,0,3131406.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000ef6_0_1,2875.3067287553636,39,3131406.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000f37_0_0,47621.271758257935,0,3137403.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000fd0_0_0,28341.0551578384,0,3150703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000fd0_0_1,5417.700498790068,39,3150703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000fd7_0_0,24641.223151286056,0,3151602.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000fd7_0_1,7076.059530114315,39,3151602.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000001000_0_0,130347.09092711244,0,3155504.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000001000_0_1,4820.296475226188,39,3155504.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000101c_0_0,63196.14116043733,0,3157708.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000101c_0_1,9135.483401517931,39,3157708.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000001022_0_0,17213.33115357283,0,3158300.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000271_0_0,98663.05433149706,0,3546405.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000271_0_1,12747.228119155683,39,3546405.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002bd_0_0,6041.76613493796,0,4101150.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002bd_0_1,4534.440940717181,39,4101150.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002be_0_0,27768.052686334275,0,4102109.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000002be_0_1,15663.84356264964,39,4102109.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000018a_0_0,6171.420559089088,0,3513306.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000018a_0_1,8709.445435885757,39,3513306.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000019e_0_0,54926.55256621538,0,3515509.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000019e_0_1,0.5880662292480469,39,3515509.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001cf_0_0,13983.4371076739,0,3522901.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001f3_0_0,124702.14901212827,0,3529203.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001f3_0_1,575.842665942374,39,3529203.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000214_0_0,7363.534358672222,0,3533304.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000162_0_0,30079.133609273806,0,3506201.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000162_0_1,54.82036206054697,39,3506201.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001e3_0_0,11363.159780174296,0,3527256.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001e3_0_1,11.877514406522836,39,3527256.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
