"Tabela 94 - Vacas ordenhadas"
"Variável - Vacas ordenhadas (Cabeças)"
"Nível";"Cód.";"Município";"Ano"
"MU";"2708006";"Santana do Ipanema (AL)";"5076"
"MU";"2708105";"Santana do Mundaú (AL)";"1718"
"MU";"2708204";"São Brás (AL)";"660"
"MU";"2708303";"São José da Laje (AL)";"744"
"MU";"2708402";"São José da Tapera (AL)";"4639"
"MU";"2708501";"São Luís do Quitunde (AL)";"320"
"MU";"2708600";"São Miguel dos Campos (AL)";"418"
"MU";"2708709";"São Miguel dos Milagres (AL)";"34"
"MU";"2708808";"São Sebastião (AL)";"895"
"MU";"2708907";"Satuba (AL)";"266"
"MU";"2708956";"Senador Rui Palmeira (AL)";"2394"
"MU";"2709004";"Tanque d'Arca (AL)";"1250"
"MU";"2709103";"Taquarana (AL)";"1910"
"MU";"2709152";"Teotônio Vilela (AL)";"211"
"MU";"2709202";"Traipu (AL)";"4329"
"MU";"2709301";"União dos Palmares (AL)";"2268"
"MU";"2709400";"Viçosa (AL)";"1180"
"MU";"2800100";"Amparo de São Francisco (SE)";"625"
"MU";"2800209";"Aquidabã (SE)";"9500"
"MU";"2800308";"Aracaju (SE)";"128"
"MU";"2800407";"Arauá (SE)";"1765"
"MU";"2800506";"Areia Branca (SE)";"912"
"MU";"2800605";"Barra dos Coqueiros (SE)";"128"
"MU";"2800670";"Boquim (SE)";"1510"
"MU";"2800704";"Brejo Grande (SE)";"592"
"MU";"2801009";"Campo do Brito (SE)";"3549"
"MU";"2801108";"Canhoba (SE)";"2615"
"MU";"2801207";"Canindé de São Francisco (SE)";"9720"
"MU";"2801306";"Capela (SE)";"3370"
"MU";"2801405";"Carira (SE)";"9690"
"MU";"2801504";"Carmópolis (SE)";"170"
"MU";"2801603";"Cedro de São João (SE)";"1110"
"MU";"2801702";"Cristinápolis (SE)";"2035"
"MU";"2801900";"Cumbe (SE)";"1970"
"MU";"2802007";"Divina Pastora (SE)";"200"
"MU";"2802106";"Estância (SE)";"3100"
"MU";"2802205";"Feira Nova (SE)";"4380"
"MU";"2802304";"Frei Paulo (SE)";"6136"
"MU";"2802403";"Gararu (SE)";"10100"
"MU";"2802502";"General Maynard (SE)";"190"
"MU";"2802601";"Gracho Cardoso (SE)";"4120"
"MU";"2802700";"Ilha das Flores (SE)";"390"
"MU";"2802809";"Indiaroba (SE)";"1188"
"MU";"2802908";"Itabaiana (SE)";"4261"
"MU";"2803005";"Itabaianinha (SE)";"3485"
"MU";"2803104";"Itabi (SE)";"4420"
"MU";"2803203";"Itaporanga d'Ajuda (SE)";"2885"
"MU";"2803302";"Japaratuba (SE)";"1455"
"MU";"2803401";"Japoatã (SE)";"3350"
"MU";"2803500";"Lagarto (SE)";"7960"
"MU";"2803609";"Laranjeiras (SE)";"485"
"MU";"2803708";"Macambira (SE)";"1307"
"MU";"2803807";"Malhada dos Bois (SE)";"820"
"MU";"2803906";"Malhador (SE)";"891"
"MU";"2804003";"Maruim (SE)";"230"
"MU";"2804102";"Moita Bonita (SE)";"911"
"MU";"2804201";"Monte Alegre de Sergipe (SE)";"7610"
"MU";"2804300";"Muribeca (SE)";"960"
"MU";"2804409";"Neópolis (SE)";"970"
"MU";"2804458";"Nossa Senhora Aparecida (SE)";"3785"
"MU";"2804508";"Nossa Senhora da Glória (SE)";"18230"
"MU";"2804607";"Nossa Senhora das Dores (SE)";"6480"
"MU";"2804706";"Nossa Senhora de Lourdes (SE)";"4540"
"MU";"2804805";"Nossa Senhora do Socorro (SE)";"550"
"MU";"2804904";"Pacatuba (SE)";"3015"
"MU";"2805000";"Pedra Mole (SE)";"655"
"MU";"2805109";"Pedrinhas (SE)";"710"
"MU";"2805208";"Pinhão (SE)";"1788"
"MU";"2805307";"Pirambu (SE)";"250"
"MU";"2805406";"Poço Redondo (SE)";"15320"
"MU";"2805505";"Poço Verde (SE)";"3600"
"MU";"2805604";"Porto da Folha (SE)";"15630"
"MU";"2805703";"Propriá (SE)";"2060"
"MU";"2805802";"Riachão do Dantas (SE)";"4310"
"MU";"2805901";"Riachuelo (SE)";"298"
"MU";"2806008";"Ribeirópolis (SE)";"4367"
"MU";"2806107";"Rosário do Catete (SE)";"425"
"MU";"2806206";"Salgado (SE)";"1720"
"MU";"2806305";"Santa Luzia do Itanhy (SE)";"2210"
"MU";"2806404";"Santana do São Francisco (SE)";"350"
"MU";"2806503";"Santa Rosa de Lima (SE)";"630"
"MU";"2806602";"Santo Amaro das Brotas (SE)";"580"
"MU";"2806701";"São Cristóvão (SE)";"1080"
"MU";"2806800";"São Domingos (SE)";"790"
"MU";"2806909";"São Francisco (SE)";"628"
"MU";"2807006";"São Miguel do Aleixo (SE)";"1928"
"MU";"2807105";"Simão Dias (SE)";"5320"
"MU";"2807204";"Siriri (SE)";"1360"
"MU";"2807303";"Telha (SE)";"830"
"MU";"2807402";"Tobias Barreto (SE)";"7073"
"MU";"2807501";"Tomar do Geru (SE)";"1875"
"MU";"2807600";"Umbaúba (SE)";"785"
"MU";"2900108";"Abaíra (BA)";"1054"
"MU";"2900207";"Abaré (BA)";"1230"
"MU";"2900306";"Acajutiba (BA)";"2550"
"MU";"2900355";"Adustina (BA)";"2700"
"MU";"2900405";"Água Fria (BA)";"350"
"MU";"2900504";"Érico Cardoso (BA)";"860"
"MU";"2900603";"Aiquara (BA)";"2010"
"MU";"2900702";"Alagoinhas (BA)";"4471"
"MU";"2900801";"Alcobaça (BA)";"17674"
"MU";"2900900";"Almadina (BA)";"2090"
"MU";"2901007";"Amargosa (BA)";"4090"
"MU";"2901106";"Amélia Rodrigues (BA)";"..."
"MU";"2901155";"América Dourada (BA)";"1200"
"MU";"2901205";"Anagé (BA)";"8389"
"MU";"2901304";"Andaraí (BA)";"2308"
"MU";"2901353";"Andorinha (BA)";"1514"
"MU";"2901403";"Angical (BA)";"10120"
"MU";"2901502";"Anguera (BA)";"1794"
"MU";"2901601";"Antas (BA)";"4100"
"MU";"2901700";"Antônio Cardoso (BA)";"1400"
"MU";"2901809";"Antônio Gonçalves (BA)";"772"
"MU";"2901908";"Aporá (BA)";"4080"
"MU";"2901957";"Apuarema (BA)";"3362"
"MU";"2902005";"Aracatu (BA)";"7649"
"MU";"2902054";"Araçás (BA)";"1473"
"MU";"2902104";"Araci (BA)";"3150"
"MU";"2902203";"Aramari (BA)";"1441"
"MU";"2902252";"Arataca (BA)";"210"
"MU";"2902302";"Aratuípe (BA)";"784"
"MU";"2902401";"Aurelino Leal (BA)";"4100"
"MU";"2902500";"Baianópolis (BA)";"2930"
"MU";"2902609";"Baixa Grande (BA)";"8132"
"MU";"2902658";"Banzaê (BA)";"2500"
"MU";"2902708";"Barra (BA)";"830"
"MU";"2902807";"Barra da Estiva (BA)";"3687"
"MU";"2902906";"Barra do Choça (BA)";"7966"
"MU";"2903003";"Barra do Mendes (BA)";"2797"
"MU";"2903102";"Barra do Rocha (BA)";"2345"
"MU";"2903201";"Barreiras (BA)";"8200"
"MU";"2903235";"Barro Alto (BA)";"2071"
"MU";"2903276";"Barrocas (BA)";"295"
"MU";"2903300";"Barro Preto (BA)";"970"
"MU";"2903409";"Belmonte (BA)";"6320"
"MU";"2903508";"Belo Campo (BA)";"4923"
"MU";"2903607";"Biritinga (BA)";"650"
"MU";"2903706";"Boa Nova (BA)";"2160"
"MU";"2903805";"Boa Vista do Tupim (BA)";"14124"
"MU";"2903904";"Bom Jesus da Lapa (BA)";"12037"
"MU";"2903953";"Bom Jesus da Serra (BA)";"2900"
"MU";"2904001";"Boninal (BA)";"641"
"MU";"2904050";"Bonito (BA)";"900"
"MU";"2904100";"Boquira (BA)";"1200"
"MU";"2904209";"Botuporã (BA)";"620"
"MU";"2904308";"Brejões (BA)";"3105"
"MU";"2904407";"Brejolândia (BA)";"17500"
"MU";"2904506";"Brotas de Macaúbas (BA)";"580"
"MU";"2904605";"Brumado (BA)";"8024"
"MU";"2904704";"Buerarema (BA)";"1300"
"MU";"2904753";"Buritirama (BA)";"480"
"MU";"2904803";"Caatiba (BA)";"3200"
"MU";"2904852";"Cabaceiras do Paraguaçu (BA)";"796"
"MU";"2904902";"Cachoeira (BA)";"1125"
"MU";"2905008";"Caculé (BA)";"2884"
"MU";"2905107";"Caém (BA)";"1400"
"MU";"2905156";"Caetanos (BA)";"4500"
"MU";"2905206";"Caetité (BA)";"1904"
"MU";"2905305";"Cafarnaum (BA)";"1200"
"MU";"2905404";"Cairu (BA)";"80"
"MU";"2905503";"Caldeirão Grande (BA)";"2700"
"MU";"2905602";"Camacan (BA)";"3100"
"MU";"2905701";"Camaçari (BA)";"1200"
"MU";"2905800";"Camamu (BA)";"920"
"MU";"2905909";"Campo Alegre de Lourdes (BA)";"5468"
"MU";"2906006";"Campo Formoso (BA)";"6123"
"MU";"2906105";"Canápolis (BA)";"9180"
"MU";"2906204";"Canarana (BA)";"2584"
"MU";"2906303";"Canavieiras (BA)";"12350"
"MU";"2906402";"Candeal (BA)";"2702"
"MU";"2906501";"Candeias (BA)";"960"
"MU";"2906600";"Candiba (BA)";"4000"
"MU";"2906709";"Cândido Sales (BA)";"4010"
"MU";"2906808";"Cansanção (BA)";"1100"
"MU";"2906824";"Canudos (BA)";"800"
"MU";"2906857";"Capela do Alto Alegre (BA)";"7663"
"MU";"2906873";"Capim Grosso (BA)";"7900"
"MU";"2906899";"Caraíbas (BA)";"4750"
"MU";"2906907";"Caravelas (BA)";"26665"
"MU";"2907004";"Cardeal da Silva (BA)";"1103"
"MU";"2907103";"Carinhanha (BA)";"5000"
"MU";"2907202";"Casa Nova (BA)";"4525"
"MU";"2907301";"Castro Alves (BA)";"196"
"MU";"2907400";"Catolândia (BA)";"2225"
"MU";"2907509";"Catu (BA)";"4688"
"MU";"2907558";"Caturama (BA)";"4250"
"MU";"2907608";"Central (BA)";"3002"
"MU";"2907707";"Chorrochó (BA)";"721"
"MU";"2907806";"Cícero Dantas (BA)";"6000"
"MU";"2907905";"Cipó (BA)";"470"
"MU";"2908002";"Coaraci (BA)";"2400"
"MU";"2908101";"Cocos (BA)";"3285"
"MU";"2908200";"Conceição da Feira (BA)";"620"
"MU";"2908309";"Conceição do Almeida (BA)";"1758"
"MU";"2908408";"Conceição do Coité (BA)";"3234"
"MU";"2908507";"Conceição do Jacuípe (BA)";"5100"
"MU";"2908606";"Conde (BA)";"4156"
"MU";"2908705";"Condeúba (BA)";"6896"
"MU";"2908804";"Contendas do Sincorá (BA)";"1728"
"MU";"2908903";"Coração de Maria (BA)";"3100"
"MU";"2909000";"Cordeiros (BA)";"2388"
"MU";"2909109";"Coribe (BA)";"4043"
"MU";"2909208";"Coronel João Sá (BA)";"8880"
"MU";"2909307";"Correntina (BA)";"5415"
"MU";"2909406";"Cotegipe (BA)";"11398"
"MU";"2909505";"Cravolândia (BA)";"1415"
"MU";"2909604";"Crisópolis (BA)";"3787"
"MU";"2909703";"Cristópolis (BA)";"3700"
"MU";"2909802";"Cruz das Almas (BA)";"232"
"MU";"2909901";"Curaçá (BA)";"2815"
"MU";"2910008";"Dário Meira (BA)";"5189"
"MU";"2910057";"Dias d'Ávila (BA)";"450"
"MU";"2910107";"Dom Basílio (BA)";"2310"
"MU";"2910206";"Dom Macedo Costa (BA)";"1471"
"MU";"2910305";"Elísio Medrado (BA)";"3908"
"MU";"2910404";"Encruzilhada (BA)";"10165"
"MU";"2910503";"Entre Rios (BA)";"6724"
"MU";"2910602";"Esplanada (BA)";"6224"
"MU";"2910701";"Euclides da Cunha (BA)";"2820"
"MU";"2910727";"Eunápolis (BA)";"12436"
"MU";"2910750";"Fátima (BA)";"2700"
"MU";"2910776";"Feira da Mata (BA)";"12202"
"MU";"2910800";"Feira de Santana (BA)";"7200"
"MU";"2910859";"Filadélfia (BA)";"3944"
"MU";"2910909";"Firmino Alves (BA)";"4300"
"MU";"2911006";"Floresta Azul (BA)";"5200"
"MU";"2911105";"Formosa do Rio Preto (BA)";"6000"
"MU";"2911204";"Gandu (BA)";"916"
"MU";"2911253";"Gavião (BA)";"3443"
"MU";"2911303";"Gentio do Ouro (BA)";"1622"
"MU";"2911402";"Glória (BA)";"1160"
"MU";"2911501";"Gongogi (BA)";"1345"
"MU";"2911600";"Governador Mangabeira (BA)";"825"
"MU";"2911659";"Guajeru (BA)";"3794"
"MU";"2911709";"Guanambi (BA)";"10560"
"MU";"2911808";"Guaratinga (BA)";"23723"
"MU";"2911857";"Heliópolis (BA)";"3000"
"MU";"2911907";"Iaçu (BA)";"11176"
"MU";"2912004";"Ibiassucê (BA)";"2507"
"MU";"2912103";"Ibicaraí (BA)";"4200"
"MU";"2912202";"Ibicoara (BA)";"1123"
"MU";"2912301";"Ibicuí (BA)";"14000"
"MU";"2912400";"Ibipeba (BA)";"3054"
"MU";"2912509";"Ibipitanga (BA)";"1900"
"MU";"2912608";"Ibiquera (BA)";"3112"
"MU";"2912707";"Ibirapitanga (BA)";"585"
"MU";"2912806";"Ibirapuã (BA)";"19399"
"MU";"2912905";"Ibirataia (BA)";"1123"
"MU";"2913002";"Ibitiara (BA)";"2707"
"MU";"2913101";"Ibititá (BA)";"2695"
"MU";"2913200";"Ibotirama (BA)";"1300"
"MU";"2913309";"Ichu (BA)";"1449"
"MU";"2913408";"Igaporã (BA)";"6150"
"MU";"2913457";"Igrapiúna (BA)";"120"
"MU";"2913507";"Iguaí (BA)";"4500"
"MU";"2913606";"Ilhéus (BA)";"5190"
"MU";"2913705";"Inhambupe (BA)";"4042"
"MU";"2913804";"Ipecaetá (BA)";"1200"
"MU";"2913903";"Ipiaú (BA)";"2904"
"MU";"2914000";"Ipirá (BA)";"21200"
"MU";"2914109";"Ipupiara (BA)";"1220"
"MU";"2914208";"Irajuba (BA)";"1162"
"MU";"2914307";"Iramaia (BA)";"2470"
"MU";"2914406";"Iraquara (BA)";"1522"
"MU";"2914505";"Irará (BA)";"950"
"MU";"2914604";"Irecê (BA)";"4801"
"MU";"2914653";"Itabela (BA)";"9502"
"MU";"2914703";"Itaberaba (BA)";"16700"
"MU";"2914802";"Itabuna (BA)";"5100"
"MU";"2914901";"Itacaré (BA)";"810"
"MU";"2915007";"Itaeté (BA)";"5700"
"MU";"2915106";"Itagi (BA)";"1982"
"MU";"2915205";"Itagibá (BA)";"13513"
"MU";"2915304";"Itagimirim (BA)";"11002"
"MU";"2915353";"Itaguaçu da Bahia (BA)";"2131"
"MU";"2915403";"Itaju do Colônia (BA)";"6500"
"MU";"2915502";"Itajuípe (BA)";"1100"
"MU";"2915601";"Itamaraju (BA)";"69604"
"MU";"2915700";"Itamari (BA)";"1085"
"MU";"2915809";"Itambé (BA)";"40888"
"MU";"2915908";"Itanagra (BA)";"2500"
"MU";"2916005";"Itanhém (BA)";"58261"
"MU";"2916104";"Itaparica (BA)";"246"
"MU";"2916203";"Itapé (BA)";"12000"
"MU";"2916302";"Itapebi (BA)";"12532"
"MU";"2916401";"Itapetinga (BA)";"9200"
"MU";"2916500";"Itapicuru (BA)";"2050"
"MU";"2916609";"Itapitanga (BA)";"8300"
"MU";"2916708";"Itaquara (BA)";"1056"
"MU";"2916807";"Itarantim (BA)";"7200"
"MU";"2916856";"Itatim (BA)";"355"
"MU";"2916906";"Itiruçu (BA)";"3314"
"MU";"2917003";"Itiúba (BA)";"1874"
"MU";"2917102";"Itororó (BA)";"4800"
"MU";"2917201";"Ituaçu (BA)";"4834"
"MU";"2917300";"Ituberá (BA)";"200"
"MU";"2917334";"Iuiu (BA)";"6300"
"MU";"2917359";"Jaborandi (BA)";"5417"
"MU";"2917409";"Jacaraci (BA)";"4322"
"MU";"2917508";"Jacobina (BA)";"14800"
"MU";"2917607";"Jaguaquara (BA)";"7186"
"MU";"2917706";"Jaguarari (BA)";"1678"
"MU";"2917805";"Jaguaripe (BA)";"991"
"MU";"2917904";"Jandaíra (BA)";"2230"
"MU";"2918001";"Jequié (BA)";"3190"
"MU";"2918100";"Jeremoabo (BA)";"12166"
"MU";"2918209";"Jiquiriçá (BA)";"1400"
"MU";"2918308";"Jitaúna (BA)";"2410"
"MU";"2918357";"João Dourado (BA)";"6193"
"MU";"2918407";"Juazeiro (BA)";"3185"
"MU";"2918456";"Jucuruçu (BA)";"34224"
"MU";"2918506";"Jussara (BA)";"2925"
"MU";"2918555";"Jussari (BA)";"5100"
"MU";"2918605";"Jussiape (BA)";"740"
"MU";"2918704";"Lafaiete Coutinho (BA)";"2510"
"MU";"2918753";"Lagoa Real (BA)";"3754"
"MU";"2918803";"Laje (BA)";"6000"
"MU";"2918902";"Lajedão (BA)";"19170"
"MU";"2919009";"Lajedinho (BA)";"2467"
"MU";"2919058";"Lajedo do Tabocal (BA)";"1900"
"MU";"2919108";"Lamarão (BA)";"340"
"MU";"2919157";"Lapão (BA)";"2695"
"MU";"2919207";"Lauro de Freitas (BA)";"140"
"MU";"2919306";"Lençóis (BA)";"159"
"MU";"2919405";"Licínio de Almeida (BA)";"3187"
"MU";"2919504";"Livramento de Nossa Senhora (BA)";"8250"
"MU";"2919553";"Luís Eduardo Magalhães (BA)";"3600"
"MU";"2919603";"Macajuba (BA)";"4175"
"MU";"2919702";"Macarani (BA)";"9000"
"MU";"2919801";"Macaúbas (BA)";"5920"
"MU";"2919900";"Macururé (BA)";"867"
"MU";"2919926";"Madre de Deus (BA)";"..."
"MU";"2919959";"Maetinga (BA)";"1877"
"MU";"2920007";"Maiquinique (BA)";"3000"
"MU";"2920106";"Mairi (BA)";"3318"
"MU";"2920205";"Malhada (BA)";"4600"
"MU";"2920304";"Malhada de Pedras (BA)";"4378"
"MU";"2920403";"Manoel Vitorino (BA)";"2459"
"MU";"2920452";"Mansidão (BA)";"1800"
"MU";"2920502";"Maracás (BA)";"13021"
"MU";"2920601";"Maragogipe (BA)";"1920"
"MU";"2920700";"Maraú (BA)";"970"
"MU";"2920809";"Marcionílio Souza (BA)";"6250"
"MU";"2920908";"Mascote (BA)";"3400"
"MU";"2921005";"Mata de São João (BA)";"6000"
"MU";"2921054";"Matina (BA)";"2300"
"MU";"2921104";"Medeiros Neto (BA)";"44938"
"MU";"2921203";"Miguel Calmon (BA)";"8700"
"MU";"2921302";"Milagres (BA)";"1507"
"MU";"2921401";"Mirangaba (BA)";"3100"
"MU";"2921450";"Mirante (BA)";"2130"
"MU";"2921500";"Monte Santo (BA)";"600"
"MU";"2921609";"Morpará (BA)";"215"
"MU";"2921708";"Morro do Chapéu (BA)";"7300"
"MU";"2921807";"Mortugaba (BA)";"4232"
"MU";"2921906";"Mucugê (BA)";"541"
"MU";"2922003";"Mucuri (BA)";"16003"
"MU";"2922052";"Mulungu do Morro (BA)";"800"
"MU";"2922102";"Mundo Novo (BA)";"12800"
"MU";"2922201";"Muniz Ferreira (BA)";"872"
"MU";"2922250";"Muquém do São Francisco (BA)";"710"
"MU";"2922300";"Muritiba (BA)";"485"
"MU";"2922409";"Mutuípe (BA)";"2000"
"MU";"2922508";"Nazaré (BA)";"2044"
"MU";"2922607";"Nilo Peçanha (BA)";"250"
"MU";"2922656";"Nordestina (BA)";"2400"
"MU";"2922706";"Nova Canaã (BA)";"9000"
"MU";"2922730";"Nova Fátima (BA)";"2806"
"MU";"2922755";"Nova Ibiá (BA)";"685"
"MU";"2922805";"Nova Itarana (BA)";"1684"
"MU";"2922854";"Nova Redenção (BA)";"1822"
"MU";"2922904";"Nova Soure (BA)";"1800"
"MU";"2923001";"Nova Viçosa (BA)";"9055"
"MU";"2923035";"Novo Horizonte (BA)";"1096"
"MU";"2923050";"Novo Triunfo (BA)";"1300"
"MU";"2923100";"Olindina (BA)";"1500"
"MU";"2923209";"Oliveira dos Brejinhos (BA)";"2500"
"MU";"2923308";"Ouriçangas (BA)";"1758"
"MU";"2923357";"Ourolândia (BA)";"2000"
"MU";"2923407";"Palmas de Monte Alto (BA)";"4900"
"MU";"2923506";"Palmeiras (BA)";"211"
"MU";"2923605";"Paramirim (BA)";"3100"
"MU";"2923704";"Paratinga (BA)";"8452"
"MU";"2923803";"Paripiranga (BA)";"3600"
"MU";"2923902";"Pau Brasil (BA)";"4800"
"MU";"2924009";"Paulo Afonso (BA)";"4901"
"MU";"2924058";"Pé de Serra (BA)";"7966"
"MU";"2924108";"Pedrão (BA)";"1950"
"MU";"2924207";"Pedro Alexandre (BA)";"10904"
"MU";"2924306";"Piatã (BA)";"1950"
"MU";"2924405";"Pilão Arcado (BA)";"6713"
"MU";"2924504";"Pindaí (BA)";"2937"
"MU";"2924603";"Pindobaçu (BA)";"996"
"MU";"2924652";"Pintadas (BA)";"8385"
"MU";"2924678";"Piraí do Norte (BA)";"1100"
"MU";"2924702";"Piripá (BA)";"3064"
"MU";"2924801";"Piritiba (BA)";"6200"
"MU";"2924900";"Planaltino (BA)";"7465"
"MU";"2925006";"Planalto (BA)";"9300"
"MU";"2925105";"Poções (BA)";"8332"
"MU";"2925204";"Pojuca (BA)";"3000"
"MU";"2925253";"Ponto Novo (BA)";"683"
"MU";"2925303";"Porto Seguro (BA)";"7025"
"MU";"2925402";"Potiraguá (BA)";"6200"
"MU";"2925501";"Prado (BA)";"34390"
"MU";"2925600";"Presidente Dutra (BA)";"1289"
"MU";"2925709";"Presidente Jânio Quadros (BA)";"5281"
"MU";"2925758";"Presidente Tancredo Neves (BA)";"2500"
"MU";"2925808";"Queimadas (BA)";"11820"
"MU";"2925907";"Quijingue (BA)";"410"
"MU";"2925931";"Quixabeira (BA)";"1700"
"MU";"2925956";"Rafael Jambeiro (BA)";"6076"
"MU";"2926004";"Remanso (BA)";"5398"
"MU";"2926103";"Retirolândia (BA)";"1250"
"MU";"2926202";"Riachão das Neves (BA)";"12500"
"MU";"2926301";"Riachão do Jacuípe (BA)";"11178"
"MU";"2926400";"Riacho de Santana (BA)";"19211"
"MU";"2926509";"Ribeira do Amparo (BA)";"1000"
"MU";"2926608";"Ribeira do Pombal (BA)";"8400"
"MU";"2926657";"Ribeirão do Largo (BA)";"22440"
"MU";"2926707";"Rio de Contas (BA)";"2270"
"MU";"2926806";"Rio do Antônio (BA)";"3532"
"MU";"2926905";"Rio do Pires (BA)";"2260"
"MU";"2927002";"Rio Real (BA)";"5587"
"MU";"2927101";"Rodelas (BA)";"453"
"MU";"2927200";"Ruy Barbosa (BA)";"7260"
"MU";"2927309";"Salinas da Margarida (BA)";"73"
"MU";"2927408";"Salvador (BA)";"220"
"MU";"2927507";"Santa Bárbara (BA)";"1700"
"MU";"2927606";"Santa Brígida (BA)";"7919"
"MU";"2927705";"Santa Cruz Cabrália (BA)";"1970"
"MU";"2927804";"Santa Cruz da Vitória (BA)";"5000"
"MU";"2927903";"Santa Inês (BA)";"2273"
"MU";"2928000";"Santaluz (BA)";"6250"
"MU";"2928059";"Santa Luzia (BA)";"1100"
"MU";"2928109";"Santa Maria da Vitória (BA)";"5235"
"MU";"2928208";"Santana (BA)";"24080"
"MU";"2928307";"Santanópolis (BA)";"1300"
"MU";"2928406";"Santa Rita de Cássia (BA)";"8750"
"MU";"2928505";"Santa Terezinha (BA)";"170"
"MU";"2928604";"Santo Amaro (BA)";"..."
"MU";"2928703";"Santo Antônio de Jesus (BA)";"1812"
"MU";"2928802";"Santo Estêvão (BA)";"3300"
"MU";"2928901";"São Desidério (BA)";"9200"
"MU";"2928950";"São Domingos (BA)";"1900"
"MU";"2929008";"São Félix (BA)";"1295"
"MU";"2929057";"São Félix do Coribe (BA)";"1925"
"MU";"2929107";"São Felipe (BA)";"730"
"MU";"2929206";"São Francisco do Conde (BA)";"650"
"MU";"2929255";"São Gabriel (BA)";"2285"
"MU";"2929305";"São Gonçalo dos Campos (BA)";"2200"
"MU";"2929354";"São José da Vitória (BA)";"250"
"MU";"2929370";"São José do Jacuípe (BA)";"1580"
"MU";"2929404";"São Miguel das Matas (BA)";"1236"
"MU";"2929503";"São Sebastião do Passé (BA)";"..."
"MU";"2929602";"Sapeaçu (BA)";"290"
"MU";"2929701";"Sátiro Dias (BA)";"1446"
"MU";"2929750";"Saubara (BA)";"..."
"MU";"2929800";"Saúde (BA)";"2100"
"MU";"2929909";"Seabra (BA)";"2123"
"MU";"2930006";"Sebastião Laranjeiras (BA)";"3400"
"MU";"2930105";"Senhor do Bonfim (BA)";"3367"
"MU";"2930154";"Serra do Ramalho (BA)";"8175"
"MU";"2930204";"Sento Sé (BA)";"6081"
"MU";"2930303";"Serra Dourada (BA)";"25800"
"MU";"2930402";"Serra Preta (BA)";"8770"
"MU";"2930501";"Serrinha (BA)";"2400"
"MU";"2930600";"Serrolândia (BA)";"3500"
"MU";"2930709";"Simões Filho (BA)";"1600"
"MU";"2930758";"Sítio do Mato (BA)";"8698"
"MU";"2930766";"Sítio do Quinto (BA)";"5800"
"MU";"2930774";"Sobradinho (BA)";"707"
"MU";"2930808";"Souto Soares (BA)";"660"
"MU";"2930907";"Tabocas do Brejo Velho (BA)";"10516"
"MU";"2931004";"Tanhaçu (BA)";"7982"
"MU";"2931053";"Tanque Novo (BA)";"690"
"MU";"2931103";"Tanquinho (BA)";"1899"
"MU";"2931202";"Taperoá (BA)";"750"
"MU";"2931301";"Tapiramutá (BA)";"4500"
"MU";"2931350";"Teixeira de Freitas (BA)";"24940"
"MU";"2931400";"Teodoro Sampaio (BA)";"..."
"MU";"2931509";"Teofilândia (BA)";"640"
"MU";"2931608";"Teolândia (BA)";"715"
"MU";"2931707";"Terra Nova (BA)";"..."
"MU";"2931806";"Tremedal (BA)";"10631"
"MU";"2931905";"Tucano (BA)";"1600"
"MU";"2932002";"Uauá (BA)";"1400"
"MU";"2932101";"Ubaíra (BA)";"6190"
"MU";"2932200";"Ubaitaba (BA)";"370"
"MU";"2932309";"Ubatã (BA)";"1595"
"MU";"2932408";"Uibaí (BA)";"1275"
"MU";"2932457";"Umburanas (BA)";"680"
"MU";"2932507";"Una (BA)";"2190"
"MU";"2932606";"Urandi (BA)";"5014"
"MU";"2932705";"Uruçuca (BA)";"520"
"MU";"2932804";"Utinga (BA)";"3200"
"MU";"2932903";"Valença (BA)";"3000"
"MU";"2933000";"Valente (BA)";"2150"
"MU";"2933059";"Várzea da Roça (BA)";"1950"
"MU";"2933109";"Várzea do Poço (BA)";"1500"
"MU";"2933158";"Várzea Nova (BA)";"2300"
"MU";"2933174";"Varzedo (BA)";"1208"
"MU";"2933208";"Vera Cruz (BA)";"160"
"MU";"2933257";"Vereda (BA)";"27019"
"MU";"2933307";"Vitória da Conquista (BA)";"36570"
"MU";"2933406";"Wagner (BA)";"1856"
"MU";"2933455";"Wanderley (BA)";"13200"
"MU";"2933505";"Wenceslau Guimarães (BA)";"2370"
"MU";"2933604";"Xique-Xique (BA)";"6566"
"MU";"3100104";"Abadia dos Dourados (MG)";"11790"
"MU";"3100203";"Abaeté (MG)";"17230"
"MU";"3100302";"Abre Campo (MG)";"4142"
"MU";"3100401";"Acaiaca (MG)";"1648"
"MU";"3100500";"Açucena (MG)";"6631"
"MU";"3100609";"Água Boa (MG)";"18105"
"MU";"3100708";"Água Comprida (MG)";"3415"
"MU";"3100807";"Aguanil (MG)";"2900"
"MU";"3100906";"Águas Formosas (MG)";"15348"
"MU";"3101003";"Águas Vermelhas (MG)";"2995"
"MU";"3101102";"Aimorés (MG)";"19452"
"MU";"3101201";"Aiuruoca (MG)";"8361"
"MU";"3101300";"Alagoa (MG)";"3208"
"MU";"3101409";"Albertina (MG)";"705"
"MU";"3101508";"Além Paraíba (MG)";"3850"
"MU";"3101607";"Alfenas (MG)";"11078"
"MU";"3101631";"Alfredo Vasconcelos (MG)";"1218"
"MU";"3101706";"Almenara (MG)";"20570"
"MU";"3101805";"Alpercata (MG)";"3934"
"MU";"3101904";"Alpinópolis (MG)";"12100"
"MU";"3102001";"Alterosa (MG)";"7200"
"MU";"3102050";"Alto Caparaó (MG)";"429"
