"";"co_mun";"nm_mun";"co_state";"nm_state";"area_plant";"area_harv";"prod_bean";"exp_bean";"exp_bean_d";"exp_oil";"exp_oil_d";"exp_cake";"exp_cake_d";"imp_bean";"imp_bean_d";"imp_oil";"imp_oil_d";"imp_cake";"imp_cake_d";"proc_fac";"proc_cap";"ref_fac";"ref_cap";"bot_cap";"population";"cattle";"cattle_milked";"buffalo";"horse";"pig";"pig_mother";"goat";"sheep";"chicken";"chicken_layer";"quail";"storage_cap"
"2207";2930774;"SOBRADINHO";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23435;2828;707;0;521;851;380;15805;21562;4438;1726;0;1440
"2208";2930808;"SOUTO SOARES";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17073;3506;660;10;480;1400;690;697;396;14700;3267;0;0
"2209";2930907;"TABOCAS DO BREJO VELHO";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12990;35055;10516;0;1134;1162;348;341;93;22776;6830;0;0
"2210";2931004;"TANHAÇU";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21246;34316;7982;0;5231;14165;4097;41754;19423;59674;31054;0;0
"2211";2931053;"TANQUE NOVO";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17493;13465;690;0;740;4200;1000;1050;1200;32000;18250;0;0
"2212";2931103;"TANQUINHO";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8510;9401;1899;0;653;1226;378;254;3770;10232;4756;0;0
"2213";2931202;"TAPEROÁ";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20474;1880;750;6;340;3000;200;0;0;32000;9000;0;0
"2214";2931301;"TAPIRAMUTÁ";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17345;18054;4500;200;1450;450;120;526;1400;7000;2750;350;0
"2215";2931350;"TEIXEIRA DE FREITAS";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153385;89888;24940;46;1600;13250;4600;175;1090;59450;28850;0;0
"2216";2931400;"TEODORO SAMPAIO";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8125;13769;0;0;0;0;0;30;18;0;0;0;5051
"2217";2931509;"TEOFILÂNDIA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22873;7695;640;0;613;7250;3120;2102;7500;63803;33000;0;0
"2218";2931608;"TEOLÂNDIA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15016;4579;715;0;39;426;128;0;70;15678;7748;0;0
"2219";2931707;"TERRA NOVA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13526;13969;0;1274;0;0;0;1;41;0;0;0;0
"2220";2931806;"TREMEDAL";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18560;35439;10631;23;2949;4943;1769;4071;5304;23369;16327;0;0
"2221";2931905;"TUCANO";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55923;31006;1600;7;620;2741;320;1620;32000;45000;21000;0;0
"2222";2932002;"UAUÁ";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25274;4491;1400;0;960;4100;390;143970;121000;46200;18100;0;0
"2223";2932101;"UBAÍRA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21897;18959;6190;0;301;7716;660;864;1933;64552;56475;0;0
"2224";2932200;"UBAITABA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21183;4898;370;0;300;1580;720;0;0;8970;3520;0;0
"2225";2932309;"UBATÃ";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27312;4480;1595;35;315;273;107;38;168;11490;5500;0;0
"2226";2932408;"UIBAÍ";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14436;3469;1275;0;119;4769;2627;2429;6112;33217;17771;0;0
"2227";2932457;"UMBURANAS";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18635;6615;680;0;485;4950;825;18500;8300;34110;16980;0;0
"2228";2932507;"UNA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22989;8468;2190;0;450;1230;470;4;307;24400;11890;0;0
"2229";2932606;"URANDI";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17239;20939;5014;0;1435;6192;1536;2667;3014;93452;52075;0;0
"2230";2932705;"URUÇUCA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22004;3511;520;281;280;1680;720;1;11;43210;6330;0;0
"2231";2932804;"UTINGA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19516;15944;3200;157;872;900;120;206;391;9000;3350;0;0
"2232";2932903;"VALENÇA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96287;10400;3000;20;1800;12500;1500;300;250;180000;65000;2500;594
"2233";2933000;"VALENTE";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27162;7233;2150;2;710;366;82;8165;25253;18100;6200;0;1305
"2234";2933059;"VÁRZEA DA ROÇA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14654;16371;1950;0;900;1407;560;1200;3000;9386;5614;0;0
"2235";2933109;"VÁRZEA DO POÇO";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9309;10350;1500;0;890;3000;500;850;1850;44200;21450;0;0
"2236";2933158;"VÁRZEA NOVA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13581;9345;2300;7;485;320;90;5082;8621;8500;3000;0;0
"2237";2933174;"VARZEDO";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9449;10940;1208;0;792;1693;83;179;427;13431;5418;0;0
"2238";2933208;"VERA CRUZ";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41524;558;160;0;0;0;0;0;0;0;0;0;0
"2239";2933257;"VEREDA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6781;72780;27019;473;500;2740;840;147;336;21750;10300;0;0
"2240";2933307;"VITÓRIA DA CONQUISTA";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336987;121903;36570;531;5731;11343;2550;5608;6811;486605;188156;0;5961
"2241";2933406;"WAGNER";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9504;4869;1856;0;805;872;89;260;622;10780;4512;0;0
"2242";2933455;"WANDERLEY";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13089;116274;13200;60;2065;4615;730;3080;5479;47310;11530;0;0
"2243";2933505;"WENCESLAU GUIMARÃES";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23046;9805;2370;0;450;1065;11;105;300;21000;9000;0;0
"2244";2933604;"XIQUE-XIQUE";29;"BA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48100;20890;6566;0;312;10346;2040;27002;23601;67296;50221;0;0
"2245";3100104;"ABADIA DOS DOURADOS";31;"MG";1700;1700;5610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6967;62181;11790;0;1402;9130;250;0;45;83450;15850;0;0
"2246";3100203;"ABAETÉ";31;"MG";180;180;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23451;105573;17230;64;2495;5025;575;1120;230;76895;31580;0;0
"2247";3100302;"ABRE CAMPO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13703;20179;4142;0;498;20024;2187;90;43;32675;4907;0;0
"2248";3100401;"ACAIACA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4045;4840;1648;0;200;6220;2470;60;50;7550;3550;0;0
"2249";3100500;"AÇUCENA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10297;42048;6631;3;1615;3546;391;111;73;110533;18898;0;0
"2250";3100609;"ÁGUA BOA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15034;64573;18105;475;1570;4745;915;145;185;42740;14180;0;4830
"2251";3100708;"ÁGUA COMPRIDA";31;"MG";8000;8000;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2070;12932;3415;0;212;2770;179;10;185;145644;6170;250;0
"2252";3100807;"AGUANIL";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4293;15850;2900;1;350;570;70;19;65;14200;7500;0;0
"2253";3100906;"ÁGUAS FORMOSAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19186;57470;15348;7;2627;1302;268;313;780;12918;2726;0;0
"2254";3101003;"ÁGUAS VERMELHAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13306;8276;2995;0;582;525;125;185;132;1240;610;0;0
"2255";3101102;"AIMORÉS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25675;112403;19452;7;2439;2544;315;634;652;25727;8026;0;11250
"2256";3101201;"AIURUOCA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0,66;5971;0;0;0;0;0;0;0;6274;23687;8361;223;1800;3200;315;280;340;27000;7200;0;0
"2257";3101300;"ALAGOA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2768;7222;3208;0;271;440;170;35;30;3710;1300;0;0
"2258";3101409;"ALBERTINA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3018;2004;705;0;148;481;72;0;0;2896;806;0;2960
"2259";3101508;"ALÉM PARAÍBA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35559;31563;3850;0;1000;920;120;380;160;7000;4000;0;0
"2260";3101607;"ALFENAS";31;"MG";500;500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77618;37134;11078;31;1277;6000;600;329;145;110000;40000;15000;100
"2261";3101631;"ALFREDO VASCONCELOS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6490;5003;1218;0;108;1419;156;188;0;8001;3464;0;0
"2262";3101706;"ALMENARA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40749;93497;20570;117;2486;2980;315;250;115;32540;11798;0;0
"2263";3101805;"ALPERCATA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7437;18442;3934;100;2112;928;250;535;600;90500;6510;1200;0
"2264";3101904;"ALPINÓPOLIS";31;"MG";300;300;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19391;28810;12100;230;550;960;249;0;147;95300;4736;85;7050
"2265";3102001;"ALTEROSA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14306;21150;7200;0;720;1000;100;70;110;49000;19000;0;4053
"2266";3102050;"ALTO CAPARAÓ";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5605;1399;429;0;46;175;20;5;17;798;385;0;0
"2267";3102100;"ALTO RIO DOCE";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12120;17537;6862;0;874;4023;497;101;32;15689;9936;0;0
"2268";3102209;"ALVARENGA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4395;16184;2817;0;282;435;60;101;126;6549;2274;0;0
"2269";3102308;"ALVINÓPOLIS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15642;18589;3530;43;780;6444;631;115;65;9930;3550;0;0
"2270";3102407;"ALVORADA DE MINAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3657;15322;4493;0;450;900;90;30;80;8000;3500;0;0
"2271";3102506;"AMPARO DO SERRA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5023;8207;2624;0;335;13264;1679;518;10;16170;2700;549;0
"2272";3102605;"ANDRADAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39416;25654;5600;2;600;7200;900;170;400;125000;13000;0;1020
"2273";3102704;"CACHOEIRA DE PAJEÚ";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9333;15467;5647;0;690;389;215;275;148;3140;1550;0;0
"2274";3102803;"ANDRELÂNDIA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12507;26168;10406;35;1031;3061;475;62;104;20572;12106;171;0
"2275";3102852;"ANGELÂNDIA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8371;2453;914;0;155;810;250;45;19;18500;6450;0;0
"2276";3102902;"ANTÔNIO CARLOS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11507;17521;7119;6;767;1536;388;78;524;32655;21699;0;0
"2277";3103009;"ANTÔNIO DIAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9738;12928;2975;104;280;1334;120;8;0;13350;4790;0;0
"2278";3103108;"ANTÔNIO PRADO DE MINAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1692;5249;1593;0;84;582;85;22;70;6662;2769;0;0
"2279";3103207;"ARAÇAÍ";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2335;9771;1040;37;194;192;21;0;137;23914;1158;0;0
"2280";3103306;"ARACITABA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2113;6300;1886;0;112;716;95;10;30;4628;2176;0;0
"2281";3103405;"ARAÇUAÍ";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37169;35067;6518;0;1403;4470;535;279;220;17530;3692;0;0
"2282";3103504;"ARAGUARI";31;"MG";19500;19500;63180;186378,070242525;99351196,0234766;0;0;87505,912;85932122;0;0;0;0;0;0;1;2275;0;0;0;114970;168355;31015;141;2292;78403;5735;69;842;1050813;30000;0;848
"2283";3103603;"ARANTINA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2888;1991;771;0;203;343;59;0;0;2326;1314;0;0
"2284";3103702;"ARAPONGA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8454;5014;1424;0;569;2310;305;146;0;21850;6987;0;0
"2285";3103751;"ARAPORÃ";31;"MG";830;830;2324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6527;7330;1612;13;218;2300;250;0;108;206;62;0;4410
"2286";3103801;"ARAPUÁ";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2866;16715;5916;0;825;923;150;32;0;2090;1500;0;0
"2287";3103900;"ARAÚJOS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8517;24800;9200;178;636;9196;196;0;30;62000;16000;0;0
"2288";3104007;"ARAXÁ";31;"MG";6000;6000;18000;300,692928453502;154626,904844011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99986;75000;26500;152;2515;3500;350;110;1983;110000;33000;0;1080
"2289";3104106;"ARCEBURGO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10146;13126;4326;22;242;1800;331;99;0;185000;14538;0;0
"2290";3104205;"ARCOS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38630;37120;10950;40;1225;2550;230;30;12;51800;19000;0;0
"2291";3104304;"AREADO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14503;16986;6500;16;1500;5000;500;250;250;13000;3000;0;0
"2292";3104403;"ARGIRITA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2924;8620;5570;0;195;4687;515;270;0;28380;11068;0;0
"2293";3104452;"ARICANDUVA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5036;7185;2490;0;185;625;240;45;28;19500;6150;0;0
"2294";3104502;"ARINOS";31;"MG";9000;9000;18900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18198;130000;12000;125;3700;4400;500;950;640;20400;7500;0;3357
"2295";3104601;"ASTOLFO DUTRA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13738;8739;2726;0;231;496;56;129;329;100554;8056;0;0
"2296";3104700;"ATALÉIA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14344;154826;30610;15;2086;3788;658;450;1710;23732;5281;198;0
"2297";3104809;"AUGUSTO DE LIMA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5062;37990;16000;20;217;540;88;0;0;38290;14836;0;0
"2298";3104908;"BAEPENDI";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19045;36072;11746;60;1495;1800;150;520;122;35300;16800;0;0
"2299";3105004;"BALDIM";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8093;20523;3339;0;940;1300;182;37;800;556194;5469;33;0
"2300";3105103;"BAMBUÍ";31;"MG";3000;3000;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23665;87470;19915;477;2760;6500;1750;34;44;52000;18300;0;1264
"2301";3105202;"BANDEIRA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5059;25453;4479;67;820;3350;316;310;590;18015;6864;0;0
"2302";3105301;"BANDEIRA DO SUL";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5603;2146;390;3;58;465;65;22;16;3000;1150;0;0
"2303";3105400;"BARÃO DE COCAIS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30501;3774;1122;0;163;115;50;54;47;330;130;0;0
"2304";3105509;"BARÃO DE MONTE ALTO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5770;14399;4450;0;285;669;101;38;258;6416;2616;0;0
"2305";3105608;"BARBACENA";31;"MG";0;0;0;2311,31158894997;1173008,77333036;7291,051;7330935;9381,161;4500001;0;0;0;0;0;0;0;0;0;0;0;132980;29559;10241;337;884;10016;1355;578;601;105244;61919;0;7371
"2306";3105707;"BARRA LONGA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5991;19991;4000;0;700;1450;150;150;80;20000;5900;0;0
"2307";3105905;"BARROSO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20484;3208;1551;0;67;317;99;0;73;1902;796;0;0
"2308";3106002;"BELA VISTA DE MINAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10342;1767;527;0;154;530;58;40;0;2150;620;0;0
"2309";3106101;"BELMIRO BRAGA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3499;19067;4100;32;800;500;50;230;120;6388;2800;0;0
"2310";3106200;"BELO HORIZONTE";31;"MG";0;0;0;0,481;1786;26,34;71186;47;56135;0;0;0;0;0;0;0;0;0;0;0;2479165;1162;0;0;3219;0;0;0;0;0;0;0;612
"2311";3106309;"BELO ORIENTE";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25026;8048;1602;97;262;822;79;51;11;7102;1405;0;0
"2312";3106408;"BELO VALE";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7789;16411;3880;0;478;1650;300;0;51;18200;3300;0;0
"2313";3106507;"BERILO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12508;10350;3950;0;850;2300;480;170;0;24500;11300;0;0
"2314";3106606;"BERTÓPOLIS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4648;34077;7365;56;1512;1108;176;218;304;8288;2294;0;0
"2315";3106655;"BERIZAL";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4597;7890;863;0;385;660;258;352;192;5171;2021;0;0
"2316";3106705;"BETIM";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406474;11900;3300;0;800;600;80;180;200;9000;1800;0;1658
"2317";3106804;"BIAS FORTES";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3765;11969;3713;9;603;1057;185;30;0;5036;2480;0;0
"2318";3106903;"BICAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14268;9362;3026;15;492;1648;152;128;43;10990;1826;496;0
"2319";3107000;"BIQUINHAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2664;25826;4395;0;645;1970;215;0;0;19965;9125;0;0
"2320";3107109;"BOA ESPERANÇA";31;"MG";300;300;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40018;31980;8000;0;1500;6000;580;32;153;28000;13000;0;5292
"2321";3107208;"BOCAINA DE MINAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5163;9852;4688;0;900;1250;210;65;105;12550;6250;610;0
"2322";3107307;"BOCAIÚVA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48974;86136;15300;5;3380;3418;684;335;485;76989;16167;250;0
"2323";3107406;"BOM DESPACHO";31;"MG";2000;2000;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48350;81104;27471;180;1516;28000;4500;110;58;997934;293987;0;264
"2324";3107505;"BOM JARDIM DE MINAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6663;6304;2364;0;425;950;155;50;57;6150;2130;0;0
"2325";3107604;"BOM JESUS DA PENHA";31;"MG";4000;4000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4091;8850;3615;0;305;3223;406;36;118;26775;4050;0;4430
"2326";3107703;"BOM JESUS DO AMPARO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5817;10474;3143;64;378;745;40;0;79;257700;2000;0;0
"2327";3107802;"BOM JESUS DO GALHO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15633;23292;9316;165;382;305;37;48;12;16987;6203;0;0
"2328";3107901;"BOM REPOUSO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10759;16445;4840;0;383;1800;245;90;106;7700;3150;0;0
"2329";3108008;"BOM SUCESSO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17805;41178;16200;415;630;645;100;20;10;9350;4050;0;0
"2330";3108107;"BONFIM";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7012;11500;4700;0;480;400;35;180;0;4000;1400;0;0
"2331";3108206;"BONFINÓPOLIS DE MINAS";31;"MG";20000;20000;60000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5904;49900;4000;18;1200;3500;700;250;150;11200;2800;0;3262
"2332";3108255;"BONITO DE MINAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10395;24705;2500;0;550;1200;200;175;0;22000;6000;0;0
"2333";3108305;"BORDA DA MATA";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18271;27249;8454;8;39;1325;96;0;0;23580;13586;0;0
"2334";3108404;"BOTELHOS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15326;17000;3500;40;600;7000;771;70;281;16300;7300;0;2263
"2335";3108503;"BOTUMIRIM";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6612;10055;1970;0;2180;2250;434;240;170;54630;11701;100;0
"2336";3108552;"BRASILÂNDIA DE MINAS";31;"MG";1000;1000;3240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15310;72174;7249;0;642;14026;245;77;13;16419;6598;0;0
"2337";3108602;"BRASÍLIA DE MINAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32378;50437;7173;34;2525;4544;576;130;540;54235;24449;0;2140
"2338";3108701;"BRÁS PIRES";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4664;4021;1024;0;180;826;68;25;0;9000;1081;0;0
"2339";3108800;"BRAÚNAS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5091;13780;3245;24;698;2190;173;0;0;26230;11903;162;0
"2340";3108909;"BRAZÓPOLIS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14982;25403;12784;20;620;1500;500;110;100;14000;7000;0;40
"2341";3109006;"BRUMADINHO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36748;14750;4800;43;650;34000;1050;350;360;450000;11000;0;0
"2342";3109105;"BUENO BRANDÃO";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11211;20862;6602;0;312;2297;237;400;0;21992;11360;0;0
"2343";3109204;"BUENÓPOLIS";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10583;34769;14567;0;339;1310;129;0;59;26830;11925;0;0
"2344";3109253;"BUGRE";31;"MG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4122;7720;2059;0;175;1242;151;162;0;4120;1345;0;0
"2345";3109303;"BURITIS";31;"MG";76000;76000;205200;24621,1573360895;13044057,539003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23979;110950;12450;41;3300;6150;700;110;890;20300;5500;0;0
"2346";3109402;"BURITIZEIRO";31;"MG";15000;15000;52500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27974;105410;3447;24;2374;25045;1250;27;306;22812;9838;0;1890
